folio_integrante;edad;ponderador;grupo;resultado_general_entrevista;region_Centro;region_Centro Norte;region_Frontera;region_Pacifico-Norte;region_Pacífico Sur;region_Pacífico-Centro;region_Península;sexo_Mujer;estrato_Rural  ( <2500 Hab );estrato_Urbano ( 2500-99,999 Hab)
2022_11044001_02;38;59633.2247633693;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;True
2022_11044006_01;36;133568.301418406;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;False;True
2022_12001078_02;43;247413.63688301;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_12001079_01;52;57788.3183771082;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_12001079_02;41;45117.372372737;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12001085_01;23;247413.63688301;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_12001091_02;72;115576.636754216;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_12001097_01;66;51171.5675083981;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_12001103_01;72;11953.2313821234;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12001106_01;77;23906.4627642468;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12001125_02;34;87785.35062105;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12001130_04;19;125193.36752084;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12007016_01;28;175938.690272093;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_12029022_02;53;60916.9458755409;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_12051001_03;13;60623.6598329101;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_12051011_01;26;48879.3464111619;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12051014_01;44;48879.3464111619;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12051025_01;50;149537.751723937;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_12051027_01;28;58374.6907487736;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_12061015_02;59;70371.0561430496;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_12061015_04;24;129765.3971504;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_12061018_01;59;35185.5280715248;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_12061022_02;16;96234.8175894586;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;True
2022_12061031_01;78;40855.4245950506;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_12061033_04;24;150676.164005494;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_12064008_01;49;172930.588939676;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_13027007_02;69;53571.8898367695;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13027015_05;17;95492.1129011459;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13027021_01;72;18790.2927468354;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13027021_02;43;110500.927212419;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13027024_02;12;41589.5552490247;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13027035_02;48;37580.5854936709;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13041008_01;77;16545.775998645;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13041022_01;46;17336.4861100693;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13041028_02;46;26276.608048484;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13041031_04;27;203902.921107017;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13041033_01;57;17336.4861100693;Adolescentes y Adultos;0;True;False;False;False;False;False;False;True;True;False
2022_13041035_01;73;69345.9444402772;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13041038_03;35;30068.9128868729;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13041039_04;14;123609.429794326;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13046006_01;61;77002.4091508506;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_13046017_01;59;57348.9616468218;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_13046029_02;22;33106.2980711538;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_13048021_03;17;81920.7482212566;Adolescentes y Adultos;0;True;False;False;False;False;False;False;True;False;False
2022_13051008_01;67;75596.358534447;Adolescentes y Adultos;0;True;False;False;False;False;False;False;True;False;True
2022_13051017_01;58;310779.900790604;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_13051018_01;44;117179.31758313;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_13051021_01;46;138593.32397982;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_13051028_02;31;338518.028573486;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_13056007_02;50;139993.256545272;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_13056009_04;15;94703.7855810183;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_13056021_02;35;159377.602906538;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_13057024_02;39;190806.414244661;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_13057025_01;26;646946.987688191;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13057038_03;70;333483.646655712;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13076016_01;45;384462.281953963;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_13076049_02;14;121782.908479849;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13076056_04;14;306264.039852414;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_13077011_01;65;677501.637945213;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;False
2022_14021005_01;71;215115.69470659;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;True;False
2022_14021010_02;53;215115.69470659;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;True;False
2022_14067009_03;32;1005411.97167228;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;False
2022_14067025_01;48;1145273.0210817;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;False
2022_14093005_01;62;824976.044878988;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;True
2022_14097025_02;18;785164.89423393;Adolescentes y Adultos;0;False;False;False;False;False;True;False;True;False;True
2022_14098004_01;56;492819.153332173;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;False
2022_14098008_02;28;540478.324541321;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;False
2022_15012005_01;38;314250.507650373;Adolescentes y Adultos;0;False;False;False;False;False;False;False;False;False;True
2022_15012017_01;69;28181.301994476;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15025010_02;18;374612.909086343;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15031005_01;67;125145.847435598;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15031013_03;41;370279.778634242;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15031015_02;34;332923.34780641;Adolescentes y Adultos;0;False;False;False;False;False;False;False;True;False;False
2022_15031016_05;16;383993.07384635;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15031018_05;14;146151.999112231;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15031031_02;59;282038.001297429;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15033004_01;47;88608.9250588755;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15033007_02;37;135773.166455768;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15033020_01;35;332183.303370109;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15033031_01;65;86208.6326585465;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15033054_02;38;409615.570687948;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15033062_01;46;326251.774442839;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15033101_01;62;560863.221884427;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15037020_02;47;133333.143799837;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15037038_01;46;142221.213440069;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15039031_02;64;227959.720585255;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15039037_03;20;130894.83477727;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15039041_03;21;130894.83477727;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15054006_03;88;95182.4956045423;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15054013_02;44;133249.935278794;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15054015_05;19;435205.001938117;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15054016_02;53;67730.9402684614;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15054026_02;43;160706.966050526;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15054028_01;45;73710.0848014964;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15058009_05;15;191673.261840348;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15058035_01;29;447092.511919101;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15070006_01;75;210633.635323763;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15070008_03;31;584498.25143881;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15070021_01;60;217798.044688517;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15070022_01;66;45143.5304068356;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15070024_02;18;661594.905239641;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15082007_01;30;40766.6441977062;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15082015_01;26;57447.2358718994;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;True;False
2022_15082020_02;30;31936.2572110485;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15082029_02;39;24812.0378302042;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15092015_03;27;278655.956465374;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15092025_01;65;54896.5257281766;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15104001_02;36;273547.869620343;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15104006_02;56;178524.102456582;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15104009_01;36;217221.263954676;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15104025_02;41;125577.352666803;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15104027_03;44;324120.418075098;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15106017_01;34;763937.155784412;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15106025_03;73;233426.459808773;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15109008_02;35;405390.091212406;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15109011_01;55;276955.789357106;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15109015_01;53;327265.716369112;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15109031_01;63;258135.264278688;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_15115003_02;52;90481.9068959008;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15115015_01;61;75943.9283815103;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;True
2022_15115033_02;44;309760.870122349;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;True
2022_15118003_03;34;33378.0976316991;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15118022_01;64;164074.058463397;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15118024_04;21;157019.309658923;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15118028_02;29;88506.9202622913;Adolescentes y Adultos;0;False;False;False;False;False;False;False;False;True;False
2022_15118030_02;24;62807.7238635692;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;True;False
2022_15122017_04;15;215583.689080093;Adolescentes y Adultos;1;False;False;False;False;False;False;False;True;False;False
2022_15122028_01;71;632101.720714049;Adolescentes y Adultos;1;False;False;False;False;False;False;False;False;False;False
2022_16006009_01;71;156974.464724156;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;False
2022_16006025_01;39;55853.1628891688;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;False
2022_16015014_02;81;173992.536742596;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;True
2022_16019004_01;52;39876.4085613437;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;True;False
2022_16019018_01;39;216949.249987566;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;True;False
2022_16019020_03;32;216949.249987566;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;True;False
2022_16052007_01;42;155915.939838991;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;True;False
2022_16052011_02;46;49894.5404733317;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;True;False
2022_16052011_04;17;272437.969221853;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;True;False
2022_16052016_02;51;24947.2702366658;Adolescentes y Adultos;0;False;False;False;False;False;True;False;True;True;False
2022_16053011_03;13;965375.572002106;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;False
2022_16053023_03;24;130977.737060637;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;False
2022_16053024_02;42;130977.737060637;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;False
2022_16082007_01;58;128024.816583976;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;True
2022_16082007_03;34;774608.291978165;Adolescentes y Adultos;0;False;False;False;False;False;True;False;True;False;True
2022_16082008_02;76;65536.5132513209;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;True
2022_16082010_03;21;594645.803810663;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;True
2022_16082027_01;43;427027.648141809;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;True
2022_16102015_02;27;122480.263736584;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;False
2022_16102016_01;38;164922.270082963;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;False;False
2022_16102032_03;20;62123.8278548475;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;False;False
2022_16107010_01;44;156790.285207608;Adolescentes y Adultos;1;False;False;False;False;False;True;False;False;True;False
2022_16107024_02;22;137452.546079259;Adolescentes y Adultos;1;False;False;False;False;False;True;False;True;True;False
2022_17006001_02;55;18280.1272603693;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17006031_01;61;16550.9260330371;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17007018_01;63;85775.587844929;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;False
2022_17007022_01;48;15186.0131093039;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17007023_02;34;24561.7029024971;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17007031_02;40;29859.6921718619;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17007055_01;68;128663.381767393;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;False
2022_17007058_03;42;96778.4489364696;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17008017_04;19;30902.4709851058;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_17008032_02;62;346548.383651268;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_17011008_03;20;32947.3063163452;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17011014_01;70;95222.2384886437;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;False
2022_17011036_03;24;177832.859468263;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;True
2022_17018005_02;12;109053.94206898;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;False
2022_17018010_05;17;93638.1634812945;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17018029_01;60;8360.01611519718;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17018030_05;17;287349.609326431;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17018031_05;16;61938.0483784077;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;False
2022_17018034_01;68;8360.01611519718;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;False
2022_17019007_01;70;154771.128364797;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;True
2022_17019013_03;29;23204.5841009455;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_17019017_03;15;16811.5509722414;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;True
2022_17019023_02;81;33217.8876382136;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_17019032_01;55;14073.8944993484;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_17024006_01;48;58944.9352420728;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_17024006_04;13;57077.7700550684;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;True;False
2022_17024022_03;24;159792.221477132;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;True;False
2022_17028030_01;30;334353.347348261;Adolescentes y Adultos;0;False;False;False;False;True;False;False;False;False;True
2022_17036004_01;43;93627.9212256458;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;True
2022_17036016_02;51;31297.0981547762;Adolescentes y Adultos;1;False;False;False;False;True;False;False;True;False;True
2022_17036019_03;22;63879.919498434;Adolescentes y Adultos;1;False;False;False;False;True;False;False;False;False;True
2022_18015008_02;28;42653.6452142363;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_18015009_02;38;21326.8226071182;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_18015012_03;12;144778.44936897;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;False;True
2022_18015015_01;56;90474.5905591706;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_18017021_03;33;33875.8215965065;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_18017044_01;42;51997.6230815958;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_18017060_03;34;21985.4082161328;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_18017060_07;78;88756.8005319139;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_18017061_01;50;20272.5229551767;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_18017069_01;42;30660.5563748353;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_18017078_02;20;61321.1127496706;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_18017102_01;28;31762.9458100981;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_19006072_01;74;166840.468780063;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19006091_01;59;166840.468780063;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19006108_01;41;86627.6018274897;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19006133_03;19;29411.0394217848;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19006136_05;19;39710.5140159312;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19006140_01;37;20554.568475149;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19006142_01;41;59569.7893902054;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_19006146_01;40;59569.7893902054;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_19006147_04;16;18102.7101666099;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19006164_01;33;19039.5833694412;Adolescentes y Adultos;0;False;False;True;False;False;False;False;True;False;True
2022_19006178_01;39;52682.7682848161;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_19007005_04;20;119006.782152195;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;True;False
2022_19007015_03;15;25765.785991665;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;True;False
2022_19009011_02;48;95394.9774629688;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19012003_03;35;22496.0000426628;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19012016_02;56;31130.875009245;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_19012018_02;58;62618.241616718;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19018007_03;56;24396.4049429452;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19018009_01;39;23295.2942043759;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19018018_02;46;24145.0480435331;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19018027_01;52;47609.0277250956;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19018041_02;60;22812.415052856;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19018041_03;20;72134.3175568875;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19018056_02;38;56250.4031351017;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19018073_01;25;60826.1698502868;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19018080_02;37;32326.9753213353;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19018106_02;28;117551.93445891;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19018124_01;54;36095.3968778801;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19021005_01;53;32385.020916545;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021042_02;41;36167.0941702299;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021053_03;17;74009.2933399193;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021055_01;60;55993.7571584635;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021062_05;76;89694.5838353317;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021074_01;45;42998.2068995515;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021083_02;30;23167.2273300375;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19021083_03;12;33149.430362451;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021084_01;41;79304.9114795056;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021098_02;49;35847.533014824;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19021109_01;35;56702.3223179095;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19021123_02;19;23689.2579617258;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19021125_02;31;32041.1324062387;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19021129_02;44;32041.1324062387;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19021129_03;15;21169.0411120231;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19021137_02;35;27574.5690178114;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19021137_03;13;36436.1145407403;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19026016_02;29;162802.651003263;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19026072_01;70;40159.9961762712;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19026137_02;20;17502.1546551317;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19026193_02;31;68618.7146678198;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031008_02;31;88636.9988795542;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031008_03;13;85621.3739196755;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031033_03;31;69652.6124236262;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031056_01;30;122653.623707736;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19031075_02;56;21270.1474665964;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031083_02;50;23268.1204188097;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031089_03;30;12152.7768495392;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031105_01;40;25551.2739082939;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031109_04;14;61069.4035452231;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_19031120_02;26;139378.462539574;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_19031132_01;64;28451.1336293065;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19032002_02;13;15108.2741500395;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_19032007_01;85;56241.9368262401;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19032010_03;20;19791.6082570493;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19032014_03;16;12684.8240925794;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_19032020_03;17;65005.2182519211;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19032021_03;33;16398.4817426243;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19032025_02;33;32796.9634852486;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_19039013_01;88;18358.8553948668;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_19039069_01;79;42613.5323049497;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
