folio_integrante;edad;ponderador;grupo;resultado_general_entrevista;region_Centro;region_Centro Norte;region_Frontera;region_Pacifico-Norte;region_Pacífico Sur;region_Pacífico-Centro;region_Península;sexo_Mujer;estrato_Rural  ( <2500 Hab );estrato_Urbano ( 2500-99,999 Hab)
2022_24049009_01;50;55961.1877384865;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;True;False
2022_24052004_01;34;59984.8689011279;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;True
2022_24052018_02;67;99268.2702666524;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;True
2022_24052019_02;52;99268.2702666524;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;True
2022_25001005_02;50;65050.0221249569;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25001014_03;16;49422.2740111019;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25001018_01;39;40605.1322466354;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25001027_01;43;36297.2042376734;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25002001_02;23;61271.2604474572;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_25002018_03;37;61271.2604474572;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;True;False
2022_25006003_03;12;29943.5147433212;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25006004_04;17;29943.5147433212;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25006016_02;26;23161.4989039481;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25006042_01;48;104536.817912973;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25006061_01;72;86711.6884032923;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_25006073_03;15;37328.6671901962;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_25006077_02;45;33066.4211845123;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;False
2022_25006081_01;50;48256.9396331366;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;False;False
2022_25006097_02;33;26041.7195915001;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_25011011_03;22;47269.0036282691;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_25011021_01;67;202835.558706566;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;True
2022_25011021_03;17;63089.2191685804;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_25011030_04;17;48504.9581140255;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;True
2022_25012015_01;72;82544.6179653673;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25012018_01;69;149147.300797936;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_25012033_02;38;211824.927254096;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_25015007_03;17;53558.6052535152;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;True;False
2022_25015009_01;43;66004.4165860234;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;True;False
2022_25015010_01;55;98294.2247758444;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;True;False
2022_25015022_02;73;62123.5323118886;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_25015033_02;18;51063.5553116947;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_25015036_01;27;125859.146675047;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;True;False
2022_25015044_02;74;59229.4816743342;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;True;False
2022_25018028_01;47;122839.475537436;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;True
2022_25018032_01;40;57533.3465635743;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;True
2022_26002002_03;25;20274.1475819573;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_26002005_01;28;118318.99416586;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;True
2022_26019003_02;40;31546.1431641135;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_26019019_02;34;36756.890026043;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;True
2022_26019030_01;29;116926.362441653;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;False;True
2022_26019032_01;29;20035.5179240317;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;True
2022_26019040_02;32;37425.1971174257;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;True
2022_26019042_04;12;127867.362731967;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;True
2022_26029001_03;15;281099.748600786;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_26029016_02;39;163881.141662653;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_26029022_01;67;81361.0449540312;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_26030015_01;61;23103.2291150952;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_26030027_01;32;19582.5715106337;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_26030031_01;41;103826.254405179;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;False;False
2022_26030037_01;34;16332.0462334594;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_26030047_01;67;26219.8653083403;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_26030052_03;25;68920.2102070853;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_26030058_02;33;24880.8516837858;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;False
2022_26030096_02;69;98492.9824128474;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_26030105_01;36;72093.4616477851;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;False
2022_26030123_01;62;199018.156073667;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;False;False
2022_26042009_01;55;54995.7301761506;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_26042020_03;44;166698.320410886;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;False;False
2022_26042027_01;38;206707.193581385;Adolescentes y Adultos;0;False;False;False;True;False;False;False;True;False;False
2022_26043021_01;49;82687.5837304557;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_26047005_01;59;54025.1299702395;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;True;False
2022_26047007_03;27;36277.7893899831;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;True;False
2022_26047008_01;37;36277.7893899831;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;True;False
2022_26047009_01;38;36277.7893899831;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;True;False
2022_26047010_01;56;54025.1299702395;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;True;False
2022_26047010_03;16;39046.6935549328;Adolescentes y Adultos;0;False;False;False;True;False;False;False;False;True;False
2022_26047011_01;51;54025.1299702395;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;True;False
2022_26047014_02;52;34144.7517899845;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_26047027_01;27;9827.24971532006;Adolescentes y Adultos;1;False;False;False;True;False;False;False;True;True;False
2022_26047035_03;18;113907.695755509;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;True;False
2022_26055006_06;12;153250.459176163;Adolescentes y Adultos;1;False;False;False;True;False;False;False;False;False;False
2022_27002003_02;23;34784.1308262862;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_27002011_06;12;33879.7315655559;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_27002026_04;16;31687.2891640411;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_27002040_02;18;182413.865197366;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_27004035_01;61;72225.4569901697;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;False
2022_27004035_04;26;95789.0075601705;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;False
2022_27004039_02;61;46516.0181708412;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;False
2022_27004048_03;17;34520.2307244944;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;False
2022_27006009_03;34;38997.9137022089;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_27006018_01;33;209878.90953533;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_27006022_02;37;48733.8398919736;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_27008005_01;32;37791.116862021;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_27008007_05;21;66869.8974396725;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;True
2022_27008024_05;16;48264.5055250816;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;True
2022_27008033_02;26;29528.6152511769;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_27008036_01;67;17865.7488171748;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_27008037_01;58;37256.4058673448;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_27008044_01;67;74512.8117346895;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_27008064_01;52;16356.051708219;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_27008067_01;46;34108.1533757423;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_27010007_02;70;78083.4980690027;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_27010008_04;25;185661.835993139;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_27013019_01;52;100782.061420689;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;True
2022_27013024_01;72;37206.1786850651;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_27013025_02;29;74777.2351809675;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;True
2022_27017014_01;39;27973.1571548303;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_28003017_02;29;37670.6006482744;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_28003019_03;16;176939.295914571;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_28003026_02;27;83983.7749359507;Adolescentes y Adultos;0;False;False;True;False;False;False;False;False;False;True
2022_28003027_02;26;53381.7766398023;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_28003063_03;12;94696.5706872306;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_28003064_01;56;86389.2277662915;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28003069_01;45;108283.513408428;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_28003073_02;51;140090.639621013;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28009002_01;25;420424.558167942;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28009008_02;62;238116.528852709;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28017006_01;45;47595.9192425911;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;True;False
2022_28017026_04;15;125055.654077935;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;True;False
2022_28017028_03;37;30374.649003665;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;True;False
2022_28018006_02;45;105983.867561238;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;True
2022_28018012_01;49;33739.7992732064;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_28018015_04;22;21947.5687281615;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;True
2022_28027008_02;26;371335.918089919;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28027010_03;15;117097.909989586;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_28027016_03;15;277108.57491274;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28027017_03;50;80592.4833875071;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28027029_01;57;99115.3440809415;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_28027037_02;25;126890.315947968;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28032029_01;59;61801.5244789624;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28038007_01;57;50648.740142652;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_28038024_02;59;83621.0816162368;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28038024_03;36;68159.9628121335;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_28038030_01;43;168878.063197242;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_28041009_01;42;163565.824910527;Adolescentes y Adultos;1;False;False;True;False;False;False;False;False;False;False
2022_28041022_03;73;40440.4778889823;Adolescentes y Adultos;1;False;False;True;False;False;False;False;True;False;False
2022_29007017_07;16;45731.7228961316;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29013010_01;47;14515.1038687395;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_29013014_01;52;9576.61263365129;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_29013015_01;43;16609.9594349362;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_29018005_01;63;24068.9926094044;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29018008_02;19;33495.4159613725;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_29018011_02;24;85740.6255152475;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_29018018_03;24;26237.9451821663;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29018024_01;55;80084.8158382352;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_29018033_03;12;31661.4239958818;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_29031002_01;67;42286.6900716229;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29031009_01;91;34262.136945025;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29031024_01;36;54925.1526608985;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29031032_01;33;310029.347415194;Adolescentes y Adultos;0;True;False;False;False;False;False;False;False;False;True
2022_29043011_03;67;24401.0933223289;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29043019_01;33;27824.0942664818;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_29043022_01;28;168330.087693414;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_29043023_03;12;75668.809889927;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_29043031_01;63;67085.7547380217;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;False;True
2022_30033013_01;56;77555.3877072287;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_30039002_02;13;213968.269386189;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_30039003_02;35;466152.934496962;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_30087034_03;15;155813.49875029;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;False
2022_30123009_01;64;254464.77182571;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_30123012_06;14;267460.336732736;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_30124003_02;65;386858.287537547;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_30124010_01;32;335489.21256814;Adolescentes y Adultos;0;True;False;False;False;False;False;False;True;True;False
2022_30131021_03;40;571191.844870864;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;False
2022_30159004_05;32;305369.096568041;Adolescentes y Adultos;1;True;False;False;False;False;False;False;False;True;False
2022_30159005_02;70;25963.4686563304;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_30159007_02;26;45031.8058868235;Adolescentes y Adultos;0;True;False;False;False;False;False;False;True;True;False
2022_30159015_04;24;90063.6117736469;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_30159024_03;17;71842.5030296533;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_30167027_02;54;366429.271429022;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;False;True
2022_30201021_02;64;275776.559575139;Adolescentes y Adultos;1;True;False;False;False;False;False;False;True;True;False
2022_31038003_02;47;65743.9994837968;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;True
2022_31038005_02;83;28538.3864241055;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31038014_01;42;54707.2652709372;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;True
2022_31041004_02;58;75228.1055584527;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;False
2022_31041008_01;37;39953.3616197619;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;False
2022_31050046_01;67;37481.7054011841;Adolescentes y Adultos;0;False;False;False;False;False;False;True;True;False;False
2022_31050049_01;74;79379.3588525078;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;False
2022_31050056_01;39;272678.845228232;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;False
2022_31052004_01;51;30678.3061795728;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_31056004_02;60;114407.467971463;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31056019_06;15;65285.9397759076;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31079008_02;38;94263.533537364;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31079008_03;13;88289.2987299925;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31079012_03;23;47131.7667686821;Adolescentes y Adultos;0;False;False;False;False;False;False;True;True;False;True
2022_31079031_03;17;42446.7782355733;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31079032_03;69;39899.4560195714;Adolescentes y Adultos;0;False;False;False;False;False;False;True;True;False;True
2022_31098012_02;69;51281.3929687108;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31098013_01;24;29123.4770289372;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;False;True
2022_31098021_02;13;64176.4280404543;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;False;True
2022_31101005_04;12;157841.361591384;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_31101006_03;48;47343.7023664003;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_31101014_03;27;112331.352297662;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_31101025_02;31;43988.6476467808;Adolescentes y Adultos;1;False;False;False;False;False;False;True;True;True;False
2022_31101029_02;21;47360.7734405142;Adolescentes y Adultos;1;False;False;False;False;False;False;True;False;True;False
2022_32010014_01;65;122905.048966642;Adolescentes y Adultos;0;False;True;False;False;False;False;False;False;False;False
2022_32010015_01;52;21287.0747258242;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;False;False
2022_32017017_01;45;55671.6443045471;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;False;False
2022_32017017_06;12;93428.8557332504;Adolescentes y Adultos;0;False;True;False;False;False;False;False;False;False;False
2022_32017027_01;64;27375.6789697564;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;False;False
2022_32017043_03;23;175331.239046315;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;False;False
2022_32017052_04;21;145832.602756283;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;False
2022_32023002_02;56;42742.5364292331;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;True;False
2022_32023005_03;21;37374.5694216524;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;True;False
2022_32023021_05;13;55360.8015444876;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;True;False
2022_32023025_02;55;30881.112824996;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;True;False
2022_32023027_03;21;64652.0682338621;Adolescentes y Adultos;0;False;True;False;False;False;False;False;False;True;False
2022_32024003_02;36;112946.149266336;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;True
2022_32039004_01;32;117939.943805313;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;False;True
2022_32039008_01;48;92742.4493328588;Adolescentes y Adultos;0;False;True;False;False;False;False;False;False;False;True
2022_32039014_01;37;104893.847281643;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;False;True
2022_32039016_01;46;29974.3314661547;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;True
2022_32040005_02;45;7121.99167375022;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;True;False
2022_32040010_01;44;59641.8262854304;Adolescentes y Adultos;0;False;True;False;False;False;False;False;False;True;False
2022_32040019_03;21;27627.7191120488;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;True;False
2022_32040020_05;12;15771.5261261397;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;True;False
2022_32052001_01;57;17682.1261042396;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;True;False
2022_32052012_02;78;9420.64791261823;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;True;False
2022_32052012_03;38;8760.53221084108;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;True;False
2022_32052018_01;66;17682.1261042396;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;True;False
2022_32052020_01;47;17682.1261042396;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;True;False
2022_32052020_02;38;8760.53221084108;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;True;False
2022_32052032_01;36;8760.53221084108;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;True;False
2022_32052041_01;80;5873.36578887929;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;True;False
2022_32052043_02;66;9925.99944749774;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;True;False
2022_32052044_02;43;17358.8180029514;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;True;False
2022_32053001_01;62;40367.2050064794;Adolescentes y Adultos;0;False;True;False;False;False;False;False;False;False;True
2022_32053001_02;30;12447.7763629263;Adolescentes y Adultos;1;False;True;False;False;False;False;False;True;False;True
2022_32053004_03;19;49050.2282415991;Adolescentes y Adultos;0;False;True;False;False;False;False;False;True;False;True
2022_32053017_03;17;26358.8993673041;Adolescentes y Adultos;1;False;True;False;False;False;False;False;False;False;True
2022_01001035_06;10;40406.0601427181;Escolares;1;False;True;False;False;False;False;False;True;False;False
2022_01001053_04;11;34194.3738753318;Escolares;1;False;True;False;False;False;False;False;False;False;False
2022_01001072_03;8;21211.3068419312;Escolares;1;False;True;False;False;False;False;False;True;False;False
2022_01002009_05;5;33063.7296210961;Escolares;1;False;True;False;False;False;False;False;True;True;False
2022_01005024_04;9;63770.4417237588;Escolares;1;False;True;False;False;False;False;False;True;False;True
2022_01006002_06;7;123263.456088033;Escolares;1;False;True;False;False;False;False;False;True;False;True
2022_01006010_04;8;36352.3383109437;Escolares;1;False;True;False;False;False;False;False;True;False;True
2022_01009002_03;10;8937.67643395246;Escolares;1;False;True;False;False;False;False;False;False;True;False
2022_01009029_08;9;14010.6286943644;Escolares;1;False;True;False;False;False;False;False;True;True;False
2022_02001032_04;7;219679.646664619;Escolares;1;False;False;False;True;False;False;False;True;False;False
2022_02002155_03;11;37270.2054762314;Escolares;0;False;False;False;True;False;False;False;False;True;False
2022_03003094_04;9;16528.0898116133;Escolares;1;False;False;False;True;False;False;False;True;False;False
2022_03003119_03;10;19204.6982213135;Escolares;1;False;False;False;True;False;False;False;True;False;False
2022_03003129_03;10;96260.7662981482;Escolares;0;False;False;False;True;False;False;False;True;False;True
2022_03008047_05;7;22336.5328025517;Escolares;1;False;False;False;True;False;False;False;True;False;False
2022_03008095_05;8;7426.10491355829;Escolares;1;False;False;False;True;False;False;False;False;False;False
2022_04001032_03;11;8094.92468443701;Escolares;1;False;False;False;False;False;False;True;True;False;True
2022_04001040_04;8;7494.43551082347;Escolares;1;False;False;False;False;False;False;True;False;False;True
2022_04002001_03;7;21406.1568008401;Escolares;1;False;False;False;False;False;False;True;False;False;False
2022_04002040_03;6;15392.5359473519;Escolares;1;False;False;False;False;False;False;True;True;False;False
2022_04002150_05;10;17027.1516178774;Escolares;1;False;False;False;False;False;False;True;False;True;False
2022_04002158_05;6;10490.0111551999;Escolares;1;False;False;False;False;False;False;True;True;True;False
2022_04003007_05;8;74255.3109232713;Escolares;1;False;False;False;False;False;False;True;False;False;False
2022_04008005_07;6;7494.43551082347;Escolares;1;False;False;False;False;False;False;True;False;False;True
2022_05002024_03;8;26915.4709769374;Escolares;0;False;False;True;False;False;False;False;False;False;False
2022_05002030_03;5;32149.9170673307;Escolares;1;False;False;True;False;False;False;False;False;False;False
2022_05017007_05;9;47688.1597546006;Escolares;1;False;False;True;False;False;False;False;True;False;True
2022_05017013_03;5;22165.4853132839;Escolares;1;False;False;True;False;False;False;False;False;False;True
2022_05026015_05;11;170740.449571006;Escolares;1;False;False;True;False;False;False;False;True;True;False
2022_05030004_02;7;37902.3047192979;Escolares;1;False;False;True;False;False;False;False;False;False;False
2022_05030050_04;8;34231.4338522476;Escolares;1;False;False;True;False;False;False;False;False;False;False
2022_05035012_02;11;61796.3084425099;Escolares;1;False;False;True;False;False;False;False;False;False;False
2022_05035067_08;8;134602.742048408;Escolares;1;False;False;True;False;False;False;False;False;False;False
2022_05038009_04;5;19651.4797602408;Escolares;1;False;False;True;False;False;False;False;False;False;True
2022_06007011_03;10;17175.4240967925;Escolares;1;False;False;False;False;False;True;False;False;False;False
2022_06007049_05;6;52521.6401166039;Escolares;1;False;False;False;False;False;True;False;True;False;False
2022_06010021_03;11;20780.8728000379;Escolares;1;False;False;False;False;False;True;False;False;False;False
2022_06010033_02;7;46386.6337212171;Escolares;1;False;False;False;False;False;True;False;True;False;False
2022_07008011_06;6;35225.9322376238;Escolares;1;False;False;False;False;False;False;True;True;True;False
2022_07008034_03;5;86132.7995299911;Escolares;1;False;False;False;False;False;False;True;False;True;False
2022_07008039_04;7;43066.3997649955;Escolares;0;False;False;False;False;False;False;True;False;True;False
2022_07020005_06;6;158070.302901097;Escolares;1;False;False;False;False;False;False;True;True;False;True
2022_07020017_04;6;122720.657472478;Escolares;0;False;False;False;False;False;False;True;False;False;True
2022_07039008_06;8;72056.1723529372;Escolares;1;False;False;False;False;False;False;True;False;True;False
2022_07039023_03;5;45742.0755218674;Escolares;1;False;False;False;False;False;False;True;True;True;False
2022_07039028_03;10;37123.7572441074;Escolares;1;False;False;False;False;False;False;True;False;True;False
2022_07052011_03;10;36029.7469635757;Escolares;1;False;False;False;False;False;False;True;False;True;False
2022_07052019_03;10;46070.8889443456;Escolares;1;False;False;False;False;False;False;True;True;True;False
2022_07058006_03;6;49958.5810333637;Escolares;1;False;False;False;False;False;False;True;False;False;True
