PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;region_Centro;region_Centro Norte;region_Frontera;region_Pacifico-Norte;region_Pacífico Sur;region_Pacífico-Centro;region_Península;sexo_Mujer;estrato_Rural  ( <2500 Hab );estrato_Urbano ( 2500-99,999 Hab)
-0.587292517251275;0.125021502390923;-0.543731878847335;-0.41894525504042524;-0.10645364666376188;0.09164270757536576;0.15397622845693598;-0.040388025965593426;-0.17041010877812293;-0.03318257425870965;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.9664907203802695;-0.30838222923194714;-0.14668593052614412;0.3879381660174279;0.09496501889531615;-0.10676846050176131;-0.43547978730576703;-0.12875938796494968;-0.04071241290284834;0.06074327568764456;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-1.0050971647167273;-0.16517140289978097;-0.3516442583948368;0.4150404407073795;0.38113279706678127;-0.06510487261192802;0.27755334745143684;-0.17896457570370772;-0.34107418683579765;0.04977227656070448;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.021594104768469867;-0.846509219531954;0.23900659155386897;0.3558022651873181;-0.4198474911165604;0.02690106728393477;-0.16307728824120585;-0.384440364729465;-0.3363537640261869;-0.020543679225977038;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-1.3367188566622676;-0.2569656769249878;0.016914510021569178;0.060767096582344575;0.09169660352073505;-0.2815554096254831;0.4478791727605276;-0.20627654822497962;-0.1802608342795406;-0.1095308784085656;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.10258194452224685;-0.41623447293414567;0.3165170849101632;-0.09938428893992769;0.33417216349201967;-0.38603869435368837;0.34492682383456014;0.19126690183354725;0.4516383182474844;0.35432496602630964;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.7206520221953793;-0.05541143441299128;-0.37865907024241513;-0.4651318960022457;0.5518305760806074;-0.20955633003709048;-0.3544365334886659;-0.23524226622685857;0.203809625860988;-0.3818489047508423;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.6510805602329115;-0.3830186163551589;0.08992218301509053;0.0092890162355359;-0.5997953249713679;-0.11516846092663921;0.3016903205717974;0.07772647557831922;0.061815047723064606;0.28774461119810363;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.4711052216782179;-0.06873201400494826;0.013289963428317179;1.0735423738280485;-0.16577602356168297;-0.6501641526520823;-0.14965236875017798;0.2771328716272899;0.18532370518502558;0.34070038699837735;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.5007233398326615;0.3379576290521791;-0.8078777082522187;0.26555971352327634;0.32574962348666997;0.156519977097849;0.16571549224122084;0.5268025699163091;-0.04980169684063046;0.0541307682312234;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.5245952497996442;-0.7811188635661297;0.027928020987110044;0.08854435251751906;-0.5471872163571514;0.34185224746372656;-0.4716205596000844;-0.336173574025442;-0.4386809119052125;-0.1736227692684979;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
