PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;region_Centro;region_Centro Norte;region_Frontera;region_Pacifico-Norte;region_Pacífico Sur;region_Pacífico-Centro;region_Península;sexo_Mujer;estrato_Rural  ( <2500 Hab );estrato_Urbano ( 2500-99,999 Hab)
-0.5331510578899997;0.20940693112120393;-0.6117355367694841;-0.4158231407099933;0.012967644763529873;0.14388035727792342;0.16355126584664884;-0.027116496965916902;-0.10985082708166308;-0.07472757919093642;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.921815842239995;-0.21339796983741519;-0.25412759341796065;0.35074312695277166;-0.2087926585341877;-0.026634419095399434;-0.3712224692016786;0.04288147937390319;-0.3718667953463032;0.2565089050944886;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.9535145408301717;-0.06055570666728261;-0.4584350943129635;0.37569888118574307;-0.39751004117565525;-0.23152605442779683;0.3280098650791157;-0.08848066200418343;-0.3881141068404992;-0.05789135361023132;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.016702812787972178;-0.8106388900598324;0.13351457916668397;0.3073325015217693;-0.0424308064802062;0.4834595099769431;-0.11001088561827845;-0.19933691187015531;-0.5626938860314785;-0.007272203732231406;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-1.389471315215773;-0.2490883708433886;0.028459984101165067;0.07582477030627677;0.10754245551299593;-0.21274154354135894;0.4654696144871741;-0.19331150487228532;-0.19766586903771904;-0.11459263248754444;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.1151296336799602;-0.39926321492879024;0.25768932389062765;-0.12046284997760322;-0.07790758387679603;-0.4113133048696079;0.389832281761165;0.15576424539926462;0.11142671845710418;0.6059649301429623;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.7355736314455774;-0.0592660877554735;-0.35715965042202225;-0.42815601578573736;-0.0024641381216280855;-0.6430202996069864;-0.3939867081973638;-0.216097506858321;0.03540958456694003;0.07080010933128472;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.7187611788044619;-0.4144053593112559;0.13139333480892945;0.040344444881267545;0.4556616916311649;0.4053524258092558;0.31251983676846634;0.03490549217924588;0.06284168766253409;0.055071250361930904;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.429557710903091;-0.01704045464192027;-0.009359235522217456;1.0724320378669703;0.193390168563395;-0.06611015205284365;0.012185310460282837;0.45819119432451216;-0.35055157953108756;0.6491724457913602;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.5362536605360048;0.323093544051626;-0.7062977177758732;0.3196929285695885;-0.04649576207459565;-0.2991655845372725;0.13437805557923974;0.36250232660573284;0.46997352640596624;-0.3564046269846898;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.5255167263500867;-0.7665204297345118;-0.0555238422062754;0.05142932011062229;-0.029016835331656103;0.6875246282347587;-0.460764822236164;-0.17715756384530204;-0.43236284165900696;-0.28301563586053397;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
-0.5270316942853503;0.8048266866580213;0.22694855712791873;-0.37111026977066564;-0.059781145701439005;0.5765298731466474;-0.4240091330987588;0.07465758605693912;-0.07126265615129787;-0.0004032988849339314;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
1.6045246360653274;-0.4919268887071816;-0.17033734712552995;-0.0888417622581939;0.07267382991350586;-0.23102029285085868;0.12918757370322587;-0.2663563435462203;0.04150678572675341;-0.0639157968335581;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
