edad;ponderador;resultado_general_entrevista;balance_dqi;moderation_dqi;variety_dqi;dqi_food_groups;dqi_protein_sources;dqi_adecuacy;dqi_total;region;estrato;sexo;edad_rango
37;0.0009090163929430179;1;0;18;3;3;0;20;41;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
47;0.0001660586935176394;1;0;12;14;9;5;17;43;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
49;0.0003321173870352774;1;0;9;17;12;5;32;58;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
60;0.001067421548836386;1;0;18;14;9;5;24;56;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
19;0.0004016012578864762;1;0;9;20;15;5;34;63;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
39;0.0010980367602187742;1;0;18;17;12;5;25;60;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
51;0.0002395376503907181;1;0;12;7;6;1;27;46;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
45;0.00017265561395752953;1;0;15;14;9;5;23;52;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
58;0.00018738015690248377;1;0;18;0;0;0;12;30;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
54;0.00042027026575688805;1;0;18;4;3;1;13;35;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
61;0.0006867120273002808;1;2;18;4;3;1;16;40;Centro Norte;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
57;0.00021135220796885746;1;0;18;9;6;3;24;51;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
27;0.0004880794466712223;1;0;18;0;0;0;21;39;Centro Norte;Rural  ( <2500 Hab );Hombre;25 - 34
49;0.00011789836761135047;1;0;18;4;3;1;23;45;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
46;0.00010831912631898123;1;0;18;15;12;3;22;55;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
61;0.0002880186191877494;1;0;18;13;12;1;25;56;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
37;0.0009304289558952096;1;0;15;20;15;5;29;64;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
63;0.00016199716296872672;1;0;15;10;9;1;31;56;Centro Norte;Rural  ( <2500 Hab );Hombre;50 - 65
37;0.0009304289558952096;1;0;0;17;12;5;30;47;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
47;0.00022475040861999539;1;0;18;1;0;1;15;34;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
34;0.0002408614986889721;1;0;18;1;0;1;12;31;Centro Norte;Rural  ( <2500 Hab );Mujer;25 - 34
51;0.00012209007558194873;1;0;18;12;9;3;32;62;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
39;0.00037308294466524214;1;0;18;9;9;0;23;50;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
21;0.00037754718502875766;1;0;15;15;12;3;25;55;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
34;0.000519347292732942;1;0;9;20;15;5;33;62;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
62;0.0006388212924172158;1;0;9;17;12;5;31;57;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
38;0.0008376187999861478;1;0;18;9;9;0;24;51;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
36;0.0018761239358465324;1;0;18;12;9;3;25;55;Centro Norte;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
43;0.003475215610903118;1;4;15;9;9;0;22;50;Pacífico Sur;Rural  ( <2500 Hab );Hombre;35 - 49
52;0.0008117049192681618;1;0;0;17;12;5;33;50;Pacífico Sur;Rural  ( <2500 Hab );Hombre;50 - 65
41;0.000633726575333454;1;0;3;17;12;5;22;42;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
23;0.003475215610903118;1;0;18;9;6;3;19;46;Pacífico Sur;Rural  ( <2500 Hab );Hombre;18 - 24
34;0.0012330485284896848;1;0;15;14;9;5;25;54;Pacífico Sur;Rural  ( <2500 Hab );Mujer;25 - 34
19;0.0017584881361882249;1;0;15;17;12;5;24;56;Pacífico Sur;Rural  ( <2500 Hab );Mujer;18 - 24
28;0.002471265895842837;1;0;18;15;12;3;19;52;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
53;0.0008556501732979356;1;0;18;3;3;0;17;38;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
26;0.0006865679266463906;1;0;18;4;3;1;18;40;Pacífico Sur;Rural  ( <2500 Hab );Mujer;25 - 34
44;0.0006865679266463906;1;0;12;17;12;5;25;54;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
50;0.002100433653364508;1;0;18;7;6;1;15;40;Pacífico Sur;Rural  ( <2500 Hab );Hombre;50 - 65
28;0.0008199412090923055;1;0;15;11;6;5;19;45;Pacífico Sur;Rural  ( <2500 Hab );Mujer;25 - 34
59;0.0009884442747175807;1;0;15;18;15;3;34;67;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
24;0.0018227076713049231;1;0;0;20;15;5;39;59;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
59;0.0004942221373587904;1;0;18;7;6;1;18;43;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
24;0.002116423993195216;1;0;0;20;15;5;37;57;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
49;0.002429013573613173;1;0;18;4;3;1;15;37;Pacífico Sur;Rural  ( <2500 Hab );Hombre;35 - 49
43;0.0015521155264754047;1;0;18;12;9;3;24;54;Centro;Rural  ( <2500 Hab );Hombre;35 - 49
48;0.0005278635366256676;1;0;18;10;9;1;28;56;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
46;0.00024351134370336383;1;0;15;20;15;5;30;65;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
46;0.00036908587433623737;1;0;18;7;6;1;26;51;Centro;Rural  ( <2500 Hab );Hombre;35 - 49
27;0.0028640564176942206;1;0;18;10;9;1;28;56;Centro;Rural  ( <2500 Hab );Hombre;25 - 34
35;0.00042235325741869973;1;0;18;20;15;5;26;64;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
61;0.0010815894294651197;1;0;6;20;15;5;35;61;Centro;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
59;0.0008055336370903382;1;0;12;15;12;3;26;53;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
22;0.0004650169058000945;1;0;12;10;9;1;32;54;Centro;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
58;0.004365269337571405;1;0;18;12;9;3;20;50;Centro;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
44;0.001645921376324232;1;0;18;10;9;1;18;46;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
46;0.0019467062896349932;1;0;12;17;12;5;29;58;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
31;0.004754883976047772;1;0;18;16;15;1;29;63;Centro;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
50;0.0019663699895302858;1;0;18;10;9;1;23;51;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
35;0.0022386459397588424;1;0;18;15;12;3;33;66;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
39;0.002680100570838938;1;0;18;17;12;5;24;59;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
26;0.00908713157191029;1;0;3;20;15;5;34;57;Centro;Rural  ( <2500 Hab );Hombre;25 - 34
45;0.0054002250679562195;1;0;3;20;15;5;37;60;Centro;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
53;0.0030215530146711447;1;0;18;20;15;5;31;69;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;50 - 65
32;0.014122194004191232;1;0;3;17;12;5;30;50;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;25 - 34
48;0.016086706988957457;1;0;18;11;6;5;29;58;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;35 - 49
62;0.011587759130432336;1;0;18;9;6;3;22;49;Pacífico-Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
56;0.0069222248077694115;1;0;3;20;15;5;39;62;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;50 - 65
28;0.007591653938173618;1;0;3;17;12;5;33;53;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;25 - 34
18;0.00526187903829358;1;0;6;17;12;5;31;54;Centro;Rural  ( <2500 Hab );Hombre;18 - 24
41;0.005201015123187956;1;0;12;12;9;3;26;50;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
59;0.003961555544491678;1;0;18;7;6;1;27;52;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
47;0.0012446166004000672;1;0;18;9;9;0;24;51;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
37;0.0019070938593087469;1;0;12;20;15;5;28;60;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
35;0.004665905307794466;1;0;3;17;12;5;34;54;Centro;Rural  ( <2500 Hab );Hombre;35 - 49
38;0.005753532600940878;1;0;6;20;15;5;31;57;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
46;0.0045825900055974445;1;2;18;6;3;3;29;55;Centro;Rural  ( <2500 Hab );Hombre;35 - 49
62;0.007877983804085243;1;0;15;14;9;5;28;57;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
47;0.0018728208704319928;1;0;18;12;9;3;15;45;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
46;0.0019976642652976273;1;0;18;3;3;0;16;37;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
64;0.003201962469067898;1;0;12;12;9;3;28;52;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
20;0.001838571951551917;1;0;6;20;15;5;33;59;Centro;Rural  ( <2500 Hab );Mujer;18 - 24
21;0.001838571951551917;1;0;12;11;6;5;18;41;Centro;Rural  ( <2500 Hab );Mujer;18 - 24
44;0.0018716521088595435;1;0;12;15;12;3;22;49;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
19;0.0061129662686847846;1;2;9;15;12;3;36;62;Centro;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
53;0.0009513607411761356;1;0;18;13;12;1;29;60;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
43;0.0022573184091051095;1;0;6;17;12;5;29;52;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
45;0.0010353448605756436;1;0;18;3;3;0;13;34;Centro;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
29;0.006279940331962535;1;0;15;11;6;5;26;52;Centro;Rural  ( <2500 Hab );Hombre;25 - 34
31;0.008209965600668213;1;0;0;20;15;5;36;56;Centro;Urbano ( 2500-99,999 Hab);Hombre;25 - 34
60;0.003059229775938375;1;0;15;20;15;5;37;72;Centro;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
18;0.009292878807120656;1;0;18;17;12;5;24;59;Centro;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
30;0.0005726154795056502;1;0;18;3;3;0;21;42;Centro;Rural  ( <2500 Hab );Mujer;25 - 34
26;0.0008069140142006774;1;0;12;16;15;1;35;63;Centro;Rural  ( <2500 Hab );Hombre;25 - 34
30;0.00044858230537281443;1;0;18;7;6;1;21;46;Centro;Rural  ( <2500 Hab );Mujer;25 - 34
39;0.00034851426256110954;1;0;15;14;9;5;28;57;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
27;0.003914050745866979;1;0;3;20;15;5;38;61;Centro;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
36;0.0038423016564904117;1;0;12;20;15;5;21;53;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
56;0.002507581051698227;1;0;12;18;15;3;34;64;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
36;0.003051128211951988;1;0;15;12;9;3;25;52;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
41;0.00176388165931984;1;0;12;7;6;1;16;35;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
44;0.004552652597882632;1;0;15;20;15;5;36;71;Centro;Rural  ( <2500 Hab );Hombre;35 - 49
34;0.01073039612115748;1;0;18;3;3;0;16;37;Centro;Urbano ( 2500-99,999 Hab);Hombre;25 - 34
35;0.00569418077045185;1;0;3;17;12;5;34;54;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
55;0.0038901698985934286;1;0;15;7;6;1;18;40;Centro;Rural  ( <2500 Hab );Hombre;50 - 65
53;0.004596832012849451;1;0;18;7;6;1;25;50;Centro;Rural  ( <2500 Hab );Hombre;50 - 65
63;0.003625813481615334;1;0;3;14;9;5;32;49;Centro;Rural  ( <2500 Hab );Hombre;50 - 65
52;0.001270924833854661;1;0;18;3;3;0;20;41;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
61;0.0010667218217625114;1;0;18;17;12;5;33;68;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
44;0.004350955852951382;1;0;3;14;9;5;31;48;Centro;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
34;0.0004688346503987493;1;4;15;15;12;3;30;64;Centro;Rural  ( <2500 Hab );Mujer;25 - 34
64;0.002304613183410924;1;2;15;15;12;3;25;57;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
21;0.0022055209365761186;1;0;18;17;12;5;28;63;Centro;Rural  ( <2500 Hab );Mujer;18 - 24
24;0.0008822083746304473;1;0;9;18;15;3;29;56;Centro;Rural  ( <2500 Hab );Mujer;18 - 24
39;0.0007845233837394965;1;0;18;20;15;5;36;74;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;35 - 49
52;0.0005601110726352555;1;0;18;0;0;0;13;31;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;50 - 65
39;0.003047307455760884;1;0;15;17;12;5;26;58;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;35 - 49
32;0.003047307455760884;1;0;12;20;15;5;35;67;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;25 - 34
42;0.002190022809346211;1;0;9;17;12;5;33;59;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;35 - 49
46;0.000700827521620199;1;0;15;11;6;5;20;46;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;35 - 49
24;0.0018397364116559197;1;0;18;9;6;3;26;53;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;18 - 24
42;0.0018397364116559197;1;0;3;20;15;5;34;57;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;35 - 49
58;0.001798259169465344;1;0;12;20;15;5;37;69;Pacífico-Centro;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
21;0.00835249991227447;1;0;18;17;12;5;35;70;Pacífico-Centro;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
43;0.005998105714000626;1;0;15;17;12;5;25;57;Pacífico-Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
27;0.0017203794015855922;1;0;0;20;15;5;37;57;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;25 - 34
38;0.00231652731352437;1;0;18;18;15;3;35;71;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;35 - 49
20;0.0008726022505877867;1;0;12;14;9;5;20;46;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;18 - 24
44;0.0022023040187113007;1;0;18;7;6;1;18;43;Pacífico-Centro;Rural  ( <2500 Hab );Hombre;35 - 49
22;0.001930682721902235;1;0;9;20;15;5;23;52;Pacífico-Centro;Rural  ( <2500 Hab );Mujer;18 - 24
55;0.0002567658938483252;1;0;12;20;15;5;32;64;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
61;0.00023247722821402464;1;0;18;6;6;0;27;51;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
63;0.001204819045823415;1;0;18;4;3;1;14;36;Pacífico Sur;Rural  ( <2500 Hab );Hombre;50 - 65
48;0.00021330542038710222;1;0;9;17;12;5;24;50;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
34;0.0003449980139836983;1;0;18;17;12;5;28;63;Pacífico Sur;Rural  ( <2500 Hab );Mujer;25 - 34
40;0.0004194145063292667;1;0;18;10;9;1;23;51;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
42;0.0013593671746640293;1;0;18;7;6;1;20;45;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
19;0.0004340615615852298;1;0;6;20;15;5;36;62;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
62;0.0048676797607869905;1;0;18;16;15;1;29;63;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
20;0.0004627836795508196;1;0;6;20;15;5;37;63;Pacífico Sur;Rural  ( <2500 Hab );Mujer;18 - 24
24;0.002497871730683438;1;0;6;20;15;5;36;62;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
60;0.00011742626185424281;1;0;18;15;12;3;31;64;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
29;0.00032593568377256143;1;0;18;14;9;5;23;55;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
55;0.00019768440610840775;1;0;18;10;9;1;32;60;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
48;0.0008279509638904291;1;0;18;4;3;1;27;49;Pacífico Sur;Rural  ( <2500 Hab );Hombre;35 - 49
24;0.002244469745379468;1;0;18;12;9;3;25;55;Pacífico Sur;Rural  ( <2500 Hab );Mujer;18 - 24
43;0.0013151143063857343;1;0;18;12;9;3;23;53;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
51;0.0004396045644601019;1;0;18;6;6;0;27;51;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
22;0.0008972686237548165;1;0;6;17;12;5;33;56;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
28;0.000599120628829882;1;0;15;11;6;5;20;46;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
38;0.0002995603144149417;1;0;18;18;15;3;25;61;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
56;0.0012708220672976525;1;0;15;20;15;5;32;67;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
33;0.00047582576905417395;1;0;15;20;15;5;28;63;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;25 - 34
42;0.0007303677911192248;1;0;18;6;3;3;23;47;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;35 - 49
34;0.00030881092411616;1;0;18;12;9;3;23;53;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;25 - 34
50;0.00028475143542526293;1;0;12;18;15;3;35;65;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;50 - 65
42;0.00043066358627267615;1;0;15;20;15;5;25;60;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;35 - 49
20;0.0008613271725453523;1;0;18;6;3;3;14;38;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;18 - 24
28;0.00044614794284648723;1;0;15;17;12;5;32;64;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;25 - 34
59;0.0023434706709761187;1;0;6;17;12;5;31;54;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
41;0.0012167865845985827;1;0;6;11;6;5;21;38;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
19;0.00041311265061676287;1;0;0;17;12;5;35;52;Frontera;Rural  ( <2500 Hab );Hombre;18 - 24
19;0.0005577808885708509;1;0;12;20;15;5;36;68;Frontera;Rural  ( <2500 Hab );Mujer;18 - 24
37;0.00028871309657838885;1;0;18;10;9;1;23;51;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
41;0.000836727775538668;1;0;15;15;12;3;32;62;Frontera;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
40;0.000836727775538668;1;0;12;17;12;5;25;54;Frontera;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
39;0.0007399914615682893;1;0;0;20;15;5;36;56;Frontera;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
20;0.0016715902661994897;1;0;12;14;9;5;25;51;Frontera;Rural  ( <2500 Hab );Hombre;18 - 24
48;0.0013399346901715819;1;0;18;7;6;1;19;44;Frontera;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
35;0.00031598278702845225;1;0;18;6;6;0;22;46;Frontera;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
56;0.00043726976482043366;1;0;18;0;0;0;13;31;Frontera;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
58;0.0008795468735485258;1;0;18;15;12;3;25;58;Frontera;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
56;0.00034267620966958593;1;2;15;14;9;5;20;51;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
39;0.0003272098138952152;1;0;18;12;9;3;24;54;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
46;0.00033914560629723356;1;0;18;7;6;1;17;42;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
52;0.0006687248061771376;1;0;0;20;15;5;38;58;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
60;0.00032042720810726056;1;0;18;0;0;0;10;28;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
20;0.0010132113557429895;1;0;18;0;0;0;10;28;Frontera;Rural  ( <2500 Hab );Hombre;18 - 24
38;0.0007901030903447462;1;0;15;20;15;5;30;65;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
25;0.0008543751172257113;1;0;12;15;12;3;32;59;Frontera;Rural  ( <2500 Hab );Hombre;25 - 34
37;0.00045407040090965546;1;0;12;17;12;5;20;49;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
28;0.0016511552187264149;1;0;6;20;15;5;34;60;Frontera;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
54;0.0005070023152000582;1;0;18;3;3;0;12;33;Frontera;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
53;0.00045488571958472225;1;0;18;11;6;5;19;48;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
41;0.0005080093880226097;1;0;18;0;0;0;13;31;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
60;0.0007864981956601809;1;0;6;20;15;5;30;56;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
45;0.0006039604030751985;1;0;18;11;6;5;24;53;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
30;0.0003254109639751083;1;0;0;20;15;5;35;55;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
41;0.0011139307835533192;1;0;18;1;0;1;16;35;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
49;0.0005035207756328653;1;0;18;4;3;1;12;34;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
35;0.0007964508269478943;1;0;0;20;15;5;33;53;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
19;0.0003327434983635447;1;0;18;8;3;5;17;43;Frontera;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
31;0.00045005540087439275;1;0;6;20;15;5;38;64;Frontera;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
44;0.00045005540087439275;1;0;9;15;12;3;23;47;Frontera;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
35;0.00038731726319489766;1;2;18;9;6;3;17;46;Frontera;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
29;0.002286754769828953;1;0;18;7;6;1;24;49;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
20;0.0002458383533269631;1;0;9;17;12;5;29;55;Frontera;Rural  ( <2500 Hab );Mujer;18 - 24
31;0.0009638305770771748;1;0;9;17;12;5;30;56;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
31;0.0012450109302402064;1;0;15;9;6;3;19;43;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
31;0.0009783528874329093;1;0;18;0;0;0;14;32;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
30;0.0017228144463375433;1;0;3;20;15;5;33;56;Frontera;Rural  ( <2500 Hab );Hombre;25 - 34
56;0.00029876424538829944;1;0;12;17;12;5;29;58;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
50;0.00032682812610711784;1;0;18;4;3;1;14;36;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
30;0.00017070004853172598;1;0;12;14;9;5;24;50;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
40;0.00035889770298535293;1;0;12;4;3;1;26;42;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
26;0.001957734484418247;1;0;9;12;9;3;26;47;Frontera;Urbano ( 2500-99,999 Hab);Hombre;25 - 34
64;0.00039962964443713867;1;0;18;20;15;5;33;71;Frontera;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
20;0.0002779964226963754;1;0;12;14;9;5;29;55;Frontera;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
33;0.0002303359688052471;1;0;12;9;6;3;22;43;Frontera;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
33;0.0004606719376104942;1;0;18;14;9;5;18;50;Frontera;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
38;0.0011103397686109376;1;0;15;10;9;1;30;55;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
32;0.000498613515701471;1;0;18;3;3;0;20;41;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
21;0.0005874573784991873;1;0;0;20;15;5;36;56;Frontera;Rural  ( <2500 Hab );Mujer;18 - 24
24;0.0010054775812437513;1;0;6;9;6;3;21;36;Frontera;Rural  ( <2500 Hab );Hombre;18 - 24
51;0.0005729083692376419;1;0;12;20;15;5;35;67;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
61;0.00025910220933385216;1;2;18;9;6;3;19;48;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
29;0.0028219555411018488;1;0;18;12;9;3;22;52;Frontera;Rural  ( <2500 Hab );Hombre;25 - 34
21;0.0017676312035411488;1;0;18;11;6;5;15;44;Frontera;Rural  ( <2500 Hab );Mujer;18 - 24
19;0.0008430870420750252;1;0;12;17;12;5;23;52;Frontera;Rural  ( <2500 Hab );Hombre;18 - 24
57;0.00031663046503843195;1;0;0;20;15;5;35;55;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
24;0.005604750086338406;1;0;18;9;6;3;16;43;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
43;0.005798017330694896;1;0;18;1;0;1;15;34;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
37;0.003268075852092359;1;0;18;12;9;3;32;62;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
43;0.008407125129507602;1;0;9;20;15;5;34;63;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
43;0.005987469779630779;1;0;18;17;12;5;25;60;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
45;0.00134463645181719;1;0;9;17;12;5;25;51;Pacífico Sur;Rural  ( <2500 Hab );Hombre;35 - 49
56;0.00031409533489022955;1;0;9;7;6;1;21;37;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
64;0.00134463645181719;1;0;15;10;9;1;29;54;Pacífico Sur;Rural  ( <2500 Hab );Hombre;50 - 65
51;0.0003487916448926577;1;0;3;20;15;5;36;59;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
