edad;ponderador;resultado_general_entrevista;balance_dqi;moderation_dqi;variety_dqi;dqi_food_groups;dqi_protein_sources;dqi_adecuacy;dqi_total;region;estrato;sexo;edad_rango
24;0.0034683033454440053;1;0;18;15;12;3;24;57;Pacífico Sur;Rural  ( <2500 Hab );Mujer;18 - 24
42;0.0019044662333720977;1;0;18;20;15;5;27;65;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
35;0.0016252477422462727;1;0;15;17;12;5;28;60;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
63;0.002081688915628362;1;0;18;11;6;5;18;47;Pacífico Sur;Rural  ( <2500 Hab );Hombre;50 - 65
51;0.0008599421282788633;1;0;18;4;3;1;17;39;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
59;0.002401468017489861;1;0;15;13;12;1;33;61;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
58;0.00077794411710592;1;0;9;18;15;3;36;63;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
18;0.0014042020808737968;1;0;18;4;3;1;23;45;Pacífico Sur;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
45;0.001508944113492415;1;0;18;3;3;0;22;43;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
30;0.0012080960613286777;1;0;12;17;12;5;27;56;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
27;0.0018334852666555088;1;0;15;4;3;1;18;37;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
44;0.008896416367367571;1;0;18;15;12;3;27;60;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
53;0.001833492519051324;1;2;18;0;0;0;13;33;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
18;0.00762997975770933;1;4;18;12;9;3;23;57;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
40;0.002077854008468463;1;0;15;15;12;3;26;56;Pacífico Sur;Rural  ( <2500 Hab );Mujer;35 - 49
61;0.005322813925887392;1;0;6;20;15;5;35;61;Pacífico Sur;Rural  ( <2500 Hab );Hombre;50 - 65
46;0.0010950323601385927;1;0;18;15;12;3;28;61;Pacífico Sur;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
50;0.000888687524621244;1;0;18;13;12;1;34;65;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
50;0.000888687524621244;1;0;18;9;6;3;23;50;Pacífico Sur;Rural  ( <2500 Hab );Mujer;50 - 65
40;0.0006479604198965682;1;0;18;12;9;3;24;54;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
37;0.0012638370834127536;1;0;15;15;12;3;24;54;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
19;0.002501995262940155;1;0;12;20;15;5;32;64;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
29;0.0022572939662157767;1;0;12;20;15;5;35;67;Centro Norte;Rural  ( <2500 Hab );Mujer;25 - 34
58;0.0013205301064422165;1;0;18;20;15;5;33;71;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
18;0.0005745522953992924;1;0;0;17;12;5;31;48;Centro Norte;Rural  ( <2500 Hab );Hombre;18 - 24
49;0.0019202743475219219;1;0;6;20;15;5;38;64;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
48;0.0005680844714142762;1;0;18;20;15;5;28;66;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
39;0.004802044458070583;1;0;18;9;6;3;23;50;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
29;0.002876811289789136;1;0;18;15;12;3;33;66;Centro Norte;Rural  ( <2500 Hab );Hombre;25 - 34
42;0.001201538805015164;1;0;18;6;6;0;26;50;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
42;0.002876811289789136;1;2;18;10;9;1;30;60;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
39;0.0009432029836648603;1;2;18;7;6;1;17;44;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
38;0.0005590011043634572;1;0;18;17;12;5;33;68;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
43;0.0002795005521817293;1;0;18;4;3;1;19;41;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
36;0.0006012367433598069;1;0;15;17;12;5;24;56;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
20;0.0004945940240647529;1;0;18;12;9;3;17;47;Centro Norte;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
22;0.00020480845964173828;1;0;18;14;9;5;25;57;Península;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
57;0.0007668081031063578;1;0;6;17;12;5;29;52;Península;Rural  ( <2500 Hab );Hombre;50 - 65
55;0.00017117794390670663;1;0;12;20;15;5;38;70;Península;Rural  ( <2500 Hab );Mujer;50 - 65
42;0.0011836991553134536;1;0;12;14;9;5;24;50;Península;Rural  ( <2500 Hab );Mujer;35 - 49
51;0.0008487478575776304;1;0;12;12;9;3;35;59;Península;Rural  ( <2500 Hab );Hombre;50 - 65
48;0.0009116778522210125;1;0;18;9;6;3;19;46;Península;Rural  ( <2500 Hab );Mujer;35 - 49
21;0.0007267826095737763;1;0;15;17;12;5;26;58;Península;Rural  ( <2500 Hab );Mujer;18 - 24
20;0.0012821726870107812;1;0;18;12;9;3;26;56;Península;Rural  ( <2500 Hab );Hombre;18 - 24
28;0.0005844433913860644;1;0;18;12;9;3;23;53;Península;Rural  ( <2500 Hab );Mujer;25 - 34
47;0.0009294129488225224;1;0;18;7;6;1;18;43;Península;Rural  ( <2500 Hab );Mujer;35 - 49
27;0.0017833293424477324;1;0;18;17;12;5;27;62;Península;Rural  ( <2500 Hab );Mujer;25 - 34
52;0.0009267800928422634;1;0;18;4;3;1;15;37;Península;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
24;0.0003149226341612868;1;0;18;12;9;3;28;58;Centro Norte;Rural  ( <2500 Hab );Mujer;18 - 24
27;0.0015080211901335875;1;0;18;10;9;1;25;53;Centro Norte;Rural  ( <2500 Hab );Hombre;25 - 34
42;0.0009598877022380673;1;0;18;17;12;5;32;67;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
57;0.0011066937111560231;1;0;3;20;15;5;40;63;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
32;0.004335539631278855;1;0;3;20;15;5;31;54;Centro Norte;Rural  ( <2500 Hab );Hombre;25 - 34
36;0.0008887285421942539;1;0;18;17;12;5;28;63;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
21;0.0020700458910666414;1;0;15;17;12;5;31;63;Centro Norte;Rural  ( <2500 Hab );Hombre;18 - 24
50;0.0007163825791399277;1;0;6;17;12;5;34;57;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
24;0.001870981423742836;1;2;18;4;3;1;18;42;Centro Norte;Rural  ( <2500 Hab );Hombre;18 - 24
61;0.0011486417577899611;1;0;18;4;3;1;18;40;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
60;0.0005743208788949799;1;0;18;12;9;3;31;61;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
46;0.0003930203599194245;1;2;12;15;12;3;31;60;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
34;0.000842558055608501;1;0;12;20;15;5;34;66;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
52;0.001394339644508536;1;0;18;14;9;5;22;54;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
50;0.0009137040917640997;1;0;15;17;12;5;27;59;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;50 - 65
39;0.0005703468541348746;1;0;12;12;9;3;28;52;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;35 - 49
43;0.0005098369369936841;1;0;15;7;6;1;22;44;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;35 - 49
23;0.0008606269383097858;1;0;6;14;9;5;17;37;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;18 - 24
26;0.00032533050149121854;1;0;9;17;12;5;22;48;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;25 - 34
48;0.0014683425946205295;1;0;18;4;3;1;13;35;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;35 - 49
33;0.0003657865896128275;1;0;12;20;15;5;30;62;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
22;0.0006639487677005946;1;0;18;7;6;1;17;42;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
38;0.002975330314229751;1;0;15;17;12;5;27;59;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;35 - 49
55;0.0013806580296305884;1;0;18;4;3;1;25;47;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;50 - 65
18;0.0007172477103649992;1;0;15;16;15;1;29;60;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;18 - 24
27;0.0017678397876948397;1;0;0;17;12;5;34;51;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;25 - 34
25;0.00028477425521976157;1;0;18;4;3;1;14;36;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
28;0.0016619294747523587;1;0;6;17;12;5;28;51;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Hombre;25 - 34
40;0.00044310269461642684;1;0;18;10;9;1;21;49;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
34;0.0005162937647093193;1;0;12;14;9;5;27;53;Pacifico-Norte;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
39;0.002301903439978843;1;0;0;17;12;5;30;47;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;35 - 49
61;0.0003245120337526703;1;0;6;20;15;5;35;61;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;50 - 65
32;0.00027506025566230284;1;0;12;14;9;5;21;47;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;25 - 34
34;0.00022940280391798857;1;0;12;8;3;5;15;35;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;25 - 34
25;0.0009680654366341221;1;0;9;12;9;3;34;55;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;25 - 34
55;0.0007724797325199445;1;0;12;17;12;5;26;55;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;50 - 65
44;0.0023414740298941966;1;0;12;18;15;3;31;61;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;35 - 49
49;0.001161444395014555;1;0;12;17;12;5;24;53;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;35 - 49
59;0.0007588465107217338;1;0;18;9;6;3;14;41;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;50 - 65
27;0.0005095642326164047;1;0;12;6;3;3;21;39;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;25 - 34
37;0.0005095642326164047;1;0;18;12;9;3;26;56;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;35 - 49
51;0.0007588465107217338;1;0;3;20;15;5;36;59;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;50 - 65
52;0.00047960321001657265;1;2;18;9;6;3;16;45;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;50 - 65
27;0.0001380352839608119;1;2;18;10;9;1;20;50;Pacifico-Norte;Rural  ( <2500 Hab );Mujer;25 - 34
18;0.0015999675987089098;1;0;18;7;6;1;25;50;Pacifico-Norte;Rural  ( <2500 Hab );Hombre;18 - 24
23;0.0004885840408076035;1;0;15;20;15;5;36;71;Península;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
18;0.002562217345678553;1;0;15;14;9;5;22;51;Península;Rural  ( <2500 Hab );Mujer;18 - 24
61;0.001014491516308516;1;0;18;6;6;0;26;50;Península;Rural  ( <2500 Hab );Mujer;50 - 65
26;0.0013454693064611784;1;0;15;20;15;5;32;67;Península;Rural  ( <2500 Hab );Hombre;25 - 34
61;0.0006533722010674716;1;0;18;10;9;1;22;50;Península;Rural  ( <2500 Hab );Mujer;50 - 65
34;0.0005477715787939885;1;0;12;11;6;5;23;46;Península;Rural  ( <2500 Hab );Mujer;25 - 34
33;0.002947996205889767;1;0;18;0;0;0;18;36;Península;Rural  ( <2500 Hab );Hombre;25 - 34
37;0.0006845241163967136;1;0;3;20;15;5;36;59;Península;Rural  ( <2500 Hab );Mujer;35 - 49
32;0.0005308206973832253;1;0;9;15;12;3;31;55;Península;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
21;0.0009392663816333011;1;0;6;12;9;3;33;51;Península;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
26;0.0004147641414679382;1;0;9;14;9;5;15;38;Península;Rural  ( <2500 Hab );Mujer;25 - 34
58;0.0005233100523782414;1;0;12;20;15;5;35;67;Península;Rural  ( <2500 Hab );Hombre;50 - 65
52;0.00022973998905330572;1;0;18;12;9;3;17;47;Península;Rural  ( <2500 Hab );Mujer;50 - 65
46;0.00047908914223069346;1;2;15;4;3;1;18;39;Península;Rural  ( <2500 Hab );Hombre;35 - 49
25;0.0026078389167262517;1;0;18;14;9;5;19;51;Península;Rural  ( <2500 Hab );Mujer;25 - 34
52;0.0014156026222345481;1;0;18;15;12;3;30;63;Península;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
29;0.001050334243152291;1;2;15;14;9;5;27;58;Península;Urbano ( 2500-99,999 Hab);Hombre;25 - 34
39;0.00039291590251623734;1;0;12;9;6;3;19;40;Península;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
29;0.0005291279053744437;1;0;15;15;12;3;27;57;Frontera;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
26;0.0007498098562938331;1;0;9;20;15;5;34;63;Frontera;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
56;0.0012134383404631874;1;0;6;14;9;5;29;49;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
45;0.001520969340822326;1;0;18;6;6;0;18;42;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
51;0.0019677378493997595;1;0;18;12;9;3;28;58;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
25;0.005905357546816006;1;0;18;10;9;1;24;52;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
62;0.003344626790617385;1;0;6;14;9;5;27;47;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
45;0.0006685406821182991;1;0;0;15;12;3;32;47;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
37;0.000426647680876026;1;0;3;17;12;5;28;48;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
45;0.0014886681093769383;1;0;18;9;6;3;19;46;Frontera;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
49;0.0004739151754938548;1;0;18;7;6;1;17;42;Frontera;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
22;0.0003082794239896386;1;0;18;7;6;1;13;38;Frontera;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
26;0.00521584984438562;1;0;18;7;6;1;22;47;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
50;0.0011320162458229796;1;0;6;17;12;5;25;48;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
57;0.0013921916163133496;1;0;18;15;12;3;34;67;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
25;0.0017823237732984027;1;0;3;20;15;5;37;60;Frontera;Rural  ( <2500 Hab );Mujer;25 - 34
59;0.0008680751204852035;1;0;18;3;3;0;15;36;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
57;0.0007114211432878649;1;0;9;12;9;3;32;53;Frontera;Rural  ( <2500 Hab );Hombre;50 - 65
59;0.0011745564710758493;1;0;9;17;12;5;31;57;Frontera;Rural  ( <2500 Hab );Mujer;50 - 65
36;0.0009573868675448434;1;0;12;17;12;5;27;56;Frontera;Rural  ( <2500 Hab );Mujer;35 - 49
43;0.0023720910817848317;1;0;18;15;12;3;23;56;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
42;0.0022974744452266835;1;0;15;14;9;5;22;51;Frontera;Rural  ( <2500 Hab );Hombre;35 - 49
47;0.00020388171078207734;1;0;0;20;15;5;39;59;Centro;Rural  ( <2500 Hab );Hombre;35 - 49
52;0.00013451479127552646;1;0;15;20;15;5;32;67;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
43;0.0002333064217961936;1;0;12;7;6;1;14;33;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
63;0.0003380773182460658;1;0;18;1;0;1;13;32;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
19;0.00047048252436342837;1;0;0;20;15;5;38;58;Centro;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
24;0.0012043279587700358;1;0;6;17;12;5;33;56;Centro;Urbano ( 2500-99,999 Hab);Hombre;18 - 24
24;0.00036854280889214036;1;0;6;20;15;5;38;64;Centro;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
55;0.0011248854578251746;1;0;15;18;15;3;26;59;Centro;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
36;0.0007714883882841422;1;0;0;17;12;5;35;52;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
33;0.0003908221388776552;1;0;12;18;15;3;34;64;Centro;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
28;0.0023643941211431833;1;0;0;20;15;5;40;60;Centro;Urbano ( 2500-99,999 Hab);Hombre;25 - 34
63;0.0009422983513436258;1;0;0;20;15;5;38;58;Centro;Urbano ( 2500-99,999 Hab);Hombre;50 - 65
56;0.0010893566638658998;1;0;18;14;9;5;14;46;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
35;0.006547666391558491;1;0;18;17;12;5;23;58;Centro;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
64;0.003574257096797617;1;2;18;4;3;1;15;39;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
40;0.008023061465501986;1;0;18;15;12;3;32;65;Centro;Rural  ( <2500 Hab );Mujer;35 - 49
32;0.004289268226481951;1;0;15;17;12;5;31;63;Centro;Rural  ( <2500 Hab );Hombre;25 - 34
24;0.0012650493867405284;1;0;18;1;0;1;12;31;Centro;Rural  ( <2500 Hab );Mujer;18 - 24
54;0.005146930219388564;1;0;18;4;3;1;22;44;Centro;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
64;0.0038736062289478814;1;0;9;12;9;3;29;50;Centro;Rural  ( <2500 Hab );Mujer;50 - 65
47;0.0009234518202298274;1;0;18;0;0;0;19;37;Península;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
42;0.0007684279035487332;1;0;18;15;12;3;27;60;Península;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
58;0.001056667248050769;1;0;18;12;9;3;24;54;Península;Rural  ( <2500 Hab );Hombre;50 - 65
37;0.0005611919688756197;1;0;12;14;9;5;21;47;Península;Rural  ( <2500 Hab );Mujer;35 - 49
39;0.0038300951865004504;1;0;9;15;12;3;33;57;Península;Rural  ( <2500 Hab );Hombre;35 - 49
51;0.000430912903162769;1;0;15;14;9;5;28;57;Península;Rural  ( <2500 Hab );Hombre;50 - 65
60;0.0016069874874614456;1;0;15;20;15;5;24;59;Península;Urbano ( 2500-99,999 Hab);Mujer;50 - 65
38;0.0013240422290984578;1;0;12;12;9;3;22;46;Península;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
24;0.00040907349849353056;1;0;15;17;12;5;24;56;Península;Urbano ( 2500-99,999 Hab);Mujer;18 - 24
48;0.0006649979993603315;1;0;18;12;9;3;23;53;Península;Rural  ( <2500 Hab );Mujer;35 - 49
27;0.0015778260002834146;1;0;12;14;9;5;32;58;Península;Rural  ( <2500 Hab );Hombre;25 - 34
31;0.000617872308618519;1;0;15;10;9;1;22;47;Península;Rural  ( <2500 Hab );Mujer;25 - 34
21;0.0006652377826802928;1;2;12;20;15;5;40;74;Península;Rural  ( <2500 Hab );Hombre;18 - 24
23;0.0024627335287135178;1;0;3;20;15;5;36;59;Centro Norte;Rural  ( <2500 Hab );Hombre;18 - 24
21;0.0020483904770249545;1;0;12;10;9;1;30;52;Centro Norte;Rural  ( <2500 Hab );Mujer;18 - 24
56;0.0006003692105245729;1;0;18;14;9;5;26;58;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
21;0.0005249697985173102;1;0;18;11;6;5;15;44;Centro Norte;Rural  ( <2500 Hab );Mujer;18 - 24
55;0.0004337615610987212;1;0;12;15;12;3;22;49;Centro Norte;Rural  ( <2500 Hab );Mujer;50 - 65
36;0.0015864615470139373;1;0;12;9;6;3;14;35;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
32;0.001656605266487661;1;0;12;14;9;5;25;51;Centro Norte;Urbano ( 2500-99,999 Hab);Hombre;25 - 34
37;0.00147335749214673;1;0;9;20;15;5;33;62;Centro Norte;Urbano ( 2500-99,999 Hab);Hombre;35 - 49
46;0.0004210247500901538;1;0;18;12;9;3;27;57;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;35 - 49
21;0.0003880638187992766;1;0;12;20;15;5;35;67;Centro Norte;Rural  ( <2500 Hab );Hombre;18 - 24
57;0.000248366264065175;1;0;12;9;6;3;22;43;Centro Norte;Rural  ( <2500 Hab );Hombre;50 - 65
47;0.000248366264065175;1;0;3;20;15;5;37;60;Centro Norte;Rural  ( <2500 Hab );Hombre;35 - 49
38;0.00012305198162270407;1;0;0;20;15;5;34;54;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
43;0.00024382502141225094;1;0;18;10;9;1;26;54;Centro Norte;Rural  ( <2500 Hab );Mujer;35 - 49
30;0.00017484366376266993;1;0;3;20;15;5;36;59;Centro Norte;Urbano ( 2500-99,999 Hab);Mujer;25 - 34
