energ_kcal,carbohydrt,lipid_tot,protein,fiber_td,calcium,iron,ironhem,ironnohem,zinc,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folic_acid,food_folate,folate_dfe,vit_b12,vit_a_rae,vit_e,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,chole,carbohydrt_ratio,lipid_tot_ratio,protein_ratio,macronutrients_dqi,poly_ratio,mono_ratio,fatty_acids_dqi,balance_dqi,empty_calories_dqi,grasa_dqi,fa_sat_dqi,colesterol_dqi,moderation_dqi
8026.641,1174.2529,260.5863,283.2244,46.376,6696.818,78.4951,2.0180000000000002,52.8456,61.708,440.49499999999995,5.9598,10.4642,75.2447,14.638300000000001,8.279200000000001,1050.588,449.5385,2235.342,11.4155,3362.464,18.128,1075.519,189.381,91.03412,65.79482,47.50078,789.2247500000001,0.574544928696973,0.28687747638864086,0.13857759491438598,0,0.5217909504699996,0.7227490088331716,0,0,6,3,0,6,15
2051.2837,270.38775,83.5831,63.37855,32.87465,1117.6655,14.9903,0.8564,13.394400000000001,9.253449999999999,307.91925000000003,1.7913,1.776,22.6082,4.70465,3.22995,73.4915,315.7265,440.65799999999996,6.6853,442.3845,6.45275,86.8495,69.3745,29.511625000000002,35.55932,13.02368,340.96255,0.5181546553796841,0.3603905422717848,0.12145480234853123,0,0.44130677317836614,1.2049258554891504,0,0,6,0,0,6,12
8967.2795,1165.891025,377.01054999999997,244.69105,62.22125,3679.467,55.061075,1.242,46.772075,35.3013,332.243,5.960625,9.068125,69.24695,20.822025,9.892850000000001,547.675,867.7895,1798.8105,23.0475,2635.2075,25.453775,556.567,179.9225,139.85036,137.34770749999998,80.154755,2174.036,0.5161422958243821,0.3755324854317145,0.10832521874390333,0,0.5731465760974802,0.9821047832840758,0,0,3,0,0,3,6
11129.1245,1013.7045999999999,524.5855,494.2286,57.3425,4113.288,75.568,13.64,53.7145,68.6176,359.77200000000005,7.415,8.8092,114.2705,24.6673,10.9156,129.41899999999998,1065.7,1285.765,63.2825,4083.938,33.0441,1479.59,287.30899999999997,193.83937,222.7075,90.41172,3249.8449,0.3770870950153149,0.4390652366920818,0.18384766829260327,0,0.4664259897254103,1.1489281047498245,0,0,6,0,0,0,6
18016.6717,2068.2608999999998,896.447,448.1251,98.7995,6005.039,102.349,4.62,93.412,77.6188,113.92299999999999,11.056000000000001,10.555100000000001,121.9054,27.8816,6.3854,2434.8729999999996,1237.529,5376.629,17.155,3205.5009999999997,68.1319,551.188,521.0519999999999,283.76659,308.72943999999995,248.16912999999997,2181.0406,0.4562281430895532,0.444922005692537,0.09884985121790986,0,0.8745537309378104,1.0879696584435818,4,4,0,0,0,3,3
5934.9923,1189.49637,114.5708,140.59855000000002,191.9915,6252.9976,39.52111,0.5,38.82636,22.359930000000002,2751.3360000000002,5.593100000000001,4.8665,46.6862,26.7586,7.208600000000001,68.5385,1744.273,1860.8785,1.4897500000000001,4279.169,18.44715,86.59100000000001,677.442,35.020765000000004,56.64612,18.704315,257.89300000000003,0.7491101054902652,0.16234503024732574,0.08854486426240908,0,0.5340921307687024,1.617500931233227,0,0,6,6,6,6,24
20524.339575,2499.05735,853.70742,764.387595,227.20915,11915.836,220.99447999999998,9.214,174.41697999999997,510.021535,2446.5209999999997,46.976105,62.34267,632.9276699999999,276.587555,63.33325000000001,3532.087,1675.6860000000001,7680.012,182.1805,11973.4545,382.61204,2709.768,401.58745,315.2835475,253.8610005,140.569075,2404.9264000000003,0.48204459427806634,0.37051224756353357,0.14744315815839998,0,0.4458496997849214,0.8051831518420732,0,0,6,0,0,3,9
13284.2024,1961.0803999999998,463.14429999999993,416.3155,105.426,8990.718,86.62859999999999,1.5348000000000002,50.7908,74.7495,813.861,6.3511999999999995,15.4418,69.7437,24.2593,8.8776,1225.053,1015.8175,3098.078,15.892800000000001,4895.836,24.5351,1599.864,132.422,168.99917,122.73431999999998,57.46876999999999,2061.92525,0.5735041015815731,0.30474737306373806,0.12174852535468886,0,0.34005356357667316,0.7262421466330278,0,0,6,0,0,6,12
20602.9454,3382.9649,618.9388,499.7006,189.17100000000002,6241.726,76.1783,11.48,57.143299999999996,59.1064,2198.411,11.3307,10.1559,128.29000000000002,39.5813,15.247,826.32,2737.368,4142.112,25.214000000000002,3824.937,31.4653,733.352,649.964,217.52822,228.69125,120.89438,3267.081,0.6412865877887985,0.2639884291970368,0.09472498301416468,0,0.5557641210873697,1.0513176175486565,0,0,0,3,3,0,6
7982.494,981.4381,341.47339999999997,274.5055,121.371,3206.209,39.8301,3.8120000000000003,33.4546,32.0033,1144.6670000000001,5.4614,5.4314,70.806,18.4492,7.8942000000000005,455.87299999999993,1105.186,1880.191,13.1415,2179.938,22.9049,1123.8690000000001,389.59,134.22933,115.6846,59.76141,1437.247,0.48483826487103,0.37955382433199314,0.13560791079697693,0,0.44521871635655186,0.8618429370093704,0,0,6,0,0,6,12
26479.303799999998,3880.5081999999998,593.0042,536.155,159.9356,8411.712,126.199,7.7548,88.6862,81.73259999999999,645.665,11.679400000000001,13.512200000000002,71.7026,38.9344,10.4084,336.80000000000007,2243.2309999999998,2815.791,23.2248,4840.298,52.0022,1616.5980000000002,314.899,238.04012000000003,265.44312,106.68268,7080.380700000001,0.6747627182918206,0.2320078935507853,0.09322938815739419,0,0.4481710057951575,1.115119249645816,0,0,0,3,3,0,6
10265.008375,1416.95905,388.16134,339.015715,96.63455,7569.339,82.60835999999999,2.947,55.75886,69.988695,1079.3799999999999,6.505185,12.832790000000001,76.65169,20.738135,10.60015,641.7819999999999,1563.052,2653.872,21.7655,7723.3895,18.45168,1191.7359999999999,908.04965,159.6618975,105.2406085,50.695094999999995,1112.5988,0.5389033926253477,0.3321608283436296,0.1289357790310228,0,0.31751529822573976,0.659146672736994,0,0,6,0,0,6,12
5785.99525,1094.6729,107.94800000000001,174.62625,169.1595,2627.504,34.7194,0.8280000000000001,31.051399999999997,18.8096,1239.0255000000002,4.54045,4.641900000000001,60.036300000000004,19.50025,10.73855,39.03075,1560.756,1627.11525,4.607,2689.4205,20.4775,182.22025000000002,118.244,32.31492,33.324095,24.009525,951.3417000000001,0.7239028049630132,0.1606175552330121,0.11547963980397466,0,0.7429857477598583,1.0312293825885999,0,0,6,6,6,6,24
24666.13925,3275.47585,534.3785,483.36975,148.01874999999998,7171.479,144.3472,13.2474,123.0838,88.06375,854.6315000000001,8.0629,10.31115,139.4097,16.1548,12.21275,632.51625,1258.5034999999998,2333.72125,46.303200000000004,3336.6025,35.56635,1246.04925,378.84700000000004,184.45667,193.13804,105.70881000000001,1273.19265,0.6602188345777767,0.2423511040724651,0.09743006134975818,0,0.5730820685421677,1.047064549088954,0,0,0,6,6,6,18
14903.38,2031.8204,539.1188,517.4984,101.047,7226.111,78.02159999999999,8.202,58.123599999999996,72.4765,559.1039999999999,7.3573,11.7902,110.7152,24.7173,11.0817,486.238,1393.416,2219.901,31.2955,6154.878,37.475,1329.2335,842.155,205.52252,169.91222,88.35768,1926.4515999999999,0.5400422359926855,0.32241066926476875,0.13754709474254573,0,0.4299172664873903,0.8267328563312673,0,0,6,0,0,6,12
7739.7675,965.7979999999999,356.26499999999993,177.7535,30.042,4981.0055,34.739,1.9130000000000003,22.8765,27.4265,115.51549999999999,3.6595,4.6735,35.155,10.0725,2.1225,1283.541,255.60999999999996,2437.549,7.0955,1368.1200000000001,7.9905,556.942,135.03199999999998,155.9102,92.22565,48.94905,561.9976,0.4965165242588898,0.4121004432696693,0.0913830324714408,0,0.3139566878882844,0.591530573368516,0,0,6,0,0,6,12
9718.5656,1517.950775,277.3711,370.478575,143.7525,7285.6212,88.172775,2.7960000000000003,61.52765,77.61445,1914.5122,8.881525,12.950050000000001,122.02787500000001,21.7588,15.30175,533.2396,1898.7078,2804.9704,19.8085,10252.4349,61.02994999999999,1060.5946999999999,418.9104,96.2554525,58.59228,40.1319025,605.3182400000001,0.6041560678464988,0.24839061365351617,0.14745331849998505,0,0.4169312122863897,0.6087164776457729,0,0,6,3,3,6,18
2086.2529999999997,421.6425,27.9235,51.3635,40.1995,600.279,15.246000000000002,0.378,14.981,8.9595,553.944,1.823,2.0655,21.1675,6.7605,2.2104999999999997,13.14,226.34099999999998,248.706,1.4900000000000002,294.17549999999994,4.0815,6.354,78.622,6.966600000000001,9.0334,7.4334999999999996,31.1892,0.7868903398464682,0.11725252532792929,0.09585713482560243,0,1.0670197800935892,1.296672695432492,4,4,0,6,6,6,18
16659.5968,1887.8194,723.7846,734.3317,239.205,9370.514,108.0997,9.232000000000001,80.9962,113.1542,4562.062,12.7071,16.8153,148.5575,41.600500000000004,18.488,204.339,1673.1755,2020.7160000000001,36.7165,4816.428,44.3461,1965.762,431.575,300.97485,266.93965,119.65948,3826.5017500000004,0.4441231562641195,0.3831200046289212,0.17275683910695933,0,0.39757301980547544,0.8869167972008292,0,0,6,0,0,0,6
10370.5849,1622.3211199999998,310.40093,290.84787,114.6862,3050.27651,65.0323,1.79,60.9528,39.310159999999996,700.563,7.98676,5.97003,52.703,23.717119999999998,7.414560000000001,256.424,2604.95,3041.0499999999997,9.40746,3280.88,20.33659,838.631,193.05100000000002,127.29362,113.00052,49.982839999999996,1275.2989000000002,0.6212050404720315,0.26742603223781863,0.11136892729014967,0,0.39265785669383896,0.8877155037306661,0,0,0,3,0,6,9
4733.0409,727.66774,143.9934,147.0953,51.2708,978.5222,24.44562,1.247,20.20862,16.38266,620.018,3.0422000000000002,3.3761,44.831,12.7462,5.0022,99.996,525.254,695.272,4.3535,786.48,10.0446,267.53700000000003,103.726,54.24935,52.803850000000004,25.494880000000002,988.2224000000001,0.6070230145665537,0.27026956345185393,0.12270742198159232,0,0.4699573358943472,0.9733545194550719,0,0,0,3,0,6,9
8331.8234,930.28806,325.1397,318.2504,73.3053,3481.1105000000002,58.941590000000005,7.449,46.55359,45.25923,595.6476,3.812,6.81627,84.50178,16.90973,7.49768,214.57849999999996,1017.3265,1382.124,36.365,3462.38,28.778579999999998,813.1855,148.3616,108.850678,117.402447,56.409743000000006,1598.45345,0.4698180655303709,0.36945775266913733,0.16072418180049175,0,0.5182305157529657,1.0785642235503576,0,0,6,0,0,6,12
2629.469,282.85749999999996,120.2148,107.8366,15.473500000000001,2282.676,19.3536,3.2204,8.9212,16.8839,95.225,1.5473000000000001,2.7805,17.7014,3.5719,1.3714,199.95600000000002,238.90200000000002,578.78,5.0682,1037.416,6.2733,324.548,44.532,48.02506,36.11801,14.96579,635.4328,0.4278087847527759,0.4090933840146382,0.163097831232586,0,0.31162459765797274,0.7520659005943979,0,0,6,0,0,6,12
14041.761,2203.3197999999998,371.9065,557.6666,262.7265,8546.542,126.2427,8.288,71.3257,107.2889,1853.2085,10.5119,15.7372,127.5015,34.9566,19.9706,482.092,3391.6205,4211.0345,28.73,7267.385,33.9986,1025.523,3714.4805,136.54519000000002,85.1364,33.57711,948.0685500000001,0.6124116078070757,0.23258524688178722,0.15500314531113707,0,0.24590474406311927,0.6235034716345554,0,0,6,3,3,6,18
7030.4223,918.8189,294.4074,217.6663,62.5787,2940.6645,52.4292,4.7418000000000005,40.2369,37.8126,657.5165,4.7367,6.0961,56.0597,13.3258,4.8024,666.047,650.3580000000001,1782.5895,10.146700000000001,2527.7445,29.2603,445.211,233.43699999999998,85.65834,106.38279999999999,79.28698,1383.6693,0.510766554606634,0.3682339033672126,0.12099954202615334,0,0.9256189181345331,1.2419432830475117,4,4,6,0,0,6,12
6480.972025,666.816725,311.00637,270.784945,46.870400000000004,3557.438,45.256905,3.8440000000000003,28.624905,41.415485000000004,311.316,3.20268,6.4057450000000005,53.04672,14.91693,5.314900000000001,229.032,663.0135,1052.3705,12.618,3008.499,22.433765,630.4655,254.02644999999998,100.8375175,109.371638,65.267385,2327.3473,0.407249646066839,0.4273719690231568,0.16537838491000426,0,0.6472529929150626,1.084632393890498,0,0,6,0,0,3,9
6955.6227,829.7113499999999,303.87165,237.0171,60.773,3400.5190000000002,50.63025,0.978,37.24325,32.574149999999996,90.615,4.0353,6.3118,62.05275,18.17795,4.2438,445.9445,1265.725,2023.8695,10.136,3310.332,17.409200000000002,535.298,519.1315000000001,111.28118,118.04977500000001,47.39582,2171.9733,0.4740016852765983,0.3905939902684306,0.13540432445497105,0,0.4259104729119515,1.0608242561770105,0,0,6,0,0,3,9
2720.82175,238.50315,133.67075,145.7158,23.64975,1595.1385,15.60835,0.8190000000000001,8.861600000000001,14.7712,178.85075,1.28245,3.5008500000000002,32.13575,11.1678,4.23905,2.529,449.31350000000003,453.61100000000005,6.9025,1102.921,14.0143,411.93750000000006,70.7015,42.03727,53.26505,26.150555,1737.33985,0.34819089390279995,0.4390785209549845,0.21273058514221557,0,0.6220802397491559,1.267091083697871,0,0,6,0,0,6,12
14673.4558,1696.4762,670.4836,510.5688,140.4331,5701.99,89.62,10.844,73.512,79.4367,1568.4165,8.5428,9.3819,131.6871,22.3356,11.8812,1248.436,1148.674,3271.046,30.521000000000004,2484.371,52.5208,642.122,341.21,232.26008000000002,232.57826,119.82777,1497.627,0.4565779651387001,0.4060110509834784,0.13741098387782152,0,0.5159206437886356,1.0013699297787204,0,0,0,0,0,6,6
12851.509,1317.8653,669.5259,380.46340000000004,102.495,6031.2390000000005,71.9285,8.1386,54.7429,66.2112,354.11400000000003,5.5285,9.283999999999999,86.1167,18.0958,6.8774,343.18899999999996,1197.067,1780.523,36.126400000000004,3598.732,26.7569,1104.507,1139.667,306.66922,213.14228,56.137730000000005,1946.3417,0.41122096126967433,0.4700608927438363,0.11871814598648939,0,0.1830562910747939,0.6950233870878858,0,0,6,0,0,6,12
