FOLIO_I;FOLIO_INT;t_hora;t_min;t_sumai;t_sumaf;hora_ini_1;fecha_ini_1;hora_fin_1;fecha_fin_1;tiempo1;resultado_1;hora_ini_2;fecha_ini_2;hora_fin_2;fecha_fin_2;tiempo2;resultado_2;hora_ini_3;fecha_ini_3;hora_fin_3;fecha_fin_3;tiempo3;resultado_3;hora_ini_4;fecha_ini_4;hora_fin_4;fecha_fin_4;tiempo4;resultado_4;hora_ini;fecha_ini;localizado;entidad;desc_ent;municipio;desc_mun;nota1;region;edad;sexo;fech_nac;nota2;p_t_maiz;p_t_trigo;consumo;comentario;tiempo;hora_fin;fecha_fin;completa;otroent;ponde_f;estrato;est_sel;upm
2022_11042013;2022_11042013_08;20;2;1184;1202;19:44:53;10/10/2022;20:02:59;10/10/2022;18;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:44:53;10/10/2022;1;11;11 GUANAJUATO;042;042 VALLE DE SANTIAGO;1;4;5;1;07092017;1;30; ;3;UN POCO DUDOSAS SUS RESPUESTAS;18;20:02:59;10/10/2022;1; ;40948,1266792743;1;111;1104200000070
2022_12001125;2022_12001125_04;18;18;1072;1098;17:52:30;07/12/2022;18:18:32;07/12/2022;26;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:52:30;07/12/2022;1;12;12 GUERRERO;001;001 ACAPULCO DE JUÁREZ;1;7;6;1;24112015;1;22; ;1;NINGUNA;26;18:18:32;07/12/2022;1; ;45037,5766145273;1;121;1200100002045
2022_12051012;2022_12051012_05;14;39;844;879;14:04:50;05/12/2022;14:39:48;05/12/2022;35;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:04:50;05/12/2022;1;12;12 GUERRERO;051;051 QUECHULTENANGO;1;7;8;1;29072014;1;31; ;1;REPONDIO HERMANA Y PAPÁ QUIEN SON QUIEN LO CUIDAN;35;14:39:48;05/12/2022;1; ;26868,3860277193;1;121;1205100000229
2022_12051021;2022_12051021_03;12;32;719;752;11:59:36;04/12/2022;12:32:41;04/12/2022;33;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;11:59:36;04/12/2022;1;12;12 GUERRERO;051;051 QUECHULTENANGO;1;7;9;2;17042013;1;59; ;1;NINGÚNA;33;12:32:41;04/12/2022;1; ;34933,678832861;1;121;1205100000229
2022_12051034;2022_12051034_05;14;57;868;897;14:28:08;04/12/2022;14:57:07;04/12/2022;29;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:28:08;04/12/2022;1;12;12 GUERRERO;051;051 QUECHULTENANGO;1;7;11;2;26102010;1;48; ;2;NINGUNO;29;14:57:07;04/12/2022;1; ;72386,2819077217;1;121;1205100000229
2022_13027003;2022_13027003_05;14;18;820;858;13:40:29;10/12/2022;14:18:39;10/12/2022;38;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:40:29;10/12/2022;1;13;13 HIDALGO;027;027 HUEHUETLA;1;5;11;2;21052011;1;999,9; ;3; ;38;14:18:39;10/12/2022;1; ;85555,2692303998;1;131;130270000004A
2022_13027011;2022_13027011_05;14;0;791;840;13:11:20;10/12/2022;14:00:33;10/12/2022;49;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:11:20;10/12/2022;1;13;13 HIDALGO;027;027 HUEHUETLA;1;5;11;2;24062011;1;32; ;1; ;49;14:00:33;10/12/2022;1; ;85555,2692303998;1;131;130270000004A
2022_13046014;2022_13046014_03;17;44;1054;1064;17:34:37;06/12/2022;17:44:59;06/12/2022;10;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:34:37;06/12/2022;1;13;13 HIDALGO;046;046 SAN FELIPE ORIZATLÁN;1;5;9;1;08122012;1;32; ;1;NINGUNO;10;17:44:59;06/12/2022;1; ;19861,8425619818;2;132;1304600270257
2022_13051016;2022_13051016_04;20;5;1159;1205;19:19:44;08/12/2022;20:05:56;08/12/2022;46;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:19:44;08/12/2022;1;13;13 HIDALGO;051;051 MINERAL DE LA REFORMA;1;5;11;2;11062011;1;32; ;1;NINGUNO;46;20:05:56;08/12/2022;1; ;61907,3480683398;2;132;1305101482200
2022_13051028;2022_13051028_04;20;23;1210;1223;20:10:42;09/12/2022;20:23:55;09/12/2022;13;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:10:42;09/12/2022;1;13;13 HIDALGO;051;051 MINERAL DE LA REFORMA;1;5;11;1;01062011;1;28; ;1;NO;13;20:23:55;09/12/2022;1; ;69028,7200436074;2;132;1305101482200
2022_13057013;2022_13057013_05;15;19;895;919;14:55:02;10/12/2022;15:19:53;10/12/2022;24;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:55:02;10/12/2022;1;13;13 HIDALGO;057;057 SINGUILUCAN;1;5;7;2;08042015;1;27; ;1;NINGUNO;24;15:19:53;10/12/2022;1; ;84485,3373271668;1;131;1305700000049
2022_13057016;2022_13057016_03;15;8;893;908;14:53:05;11/12/2022;15:08:48;11/12/2022;15;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:53:05;11/12/2022;1;13;13 HIDALGO;057;057 SINGUILUCAN;1;5;9;2;10062013;1;29; ;1;NINGUNA;15;15:08:48;11/12/2022;1; ;84485,3373271668;1;131;1305700000049
2022_13057032;2022_13057032_04;15;9;895;909;14:55:48;10/12/2022;15:09:51;10/12/2022;14;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:55:48;10/12/2022;1;13;13 HIDALGO;057;057 SINGUILUCAN;1;5;5;2;20072017;1;32; ;1;NO;14;15:09:51;10/12/2022;1; ;218935,768500956;1;131;1305700000049
2022_13076005;2022_13076005_08;15;39;916;939;15:16:44;09/12/2022;15:39:54;09/12/2022;23;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:16:44;09/12/2022;1;13;13 HIDALGO;076;076 TULA DE ALLENDE;1;5;5;1;03052017;1;24; ;1; ;23;15:39:54;09/12/2022;1; ;53466,9505933918;2;132;1307600080468
2022_13076011;2022_13076011_03;18;49;1107;1129;18:27:36;08/12/2022;18:49:04;08/12/2022;22;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:27:36;08/12/2022;1;13;13 HIDALGO;076;076 TULA DE ALLENDE;1;5;7;2;13102015;1;0; ;1; ;22;18:49:04;08/12/2022;1; ;37995,9558562133;2;132;1307600080468
2022_13076022;2022_13076022_05;16;20;961;980;16:01:08;09/12/2022;16:20:59;09/12/2022;19;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:01:08;09/12/2022;1;13;13 HIDALGO;076;076 TULA DE ALLENDE;1;5;7;1;12032015;1;0; ;1; ;19;16:20:59;09/12/2022;1; ;52749,6089722011;2;132;1307600080468
2022_13076062;2022_13076062_03;16;37;957;997;15:57:56;10/12/2022;16:37:24;10/12/2022;40;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:57:56;10/12/2022;1;13;13 HIDALGO;076;076 TULA DE ALLENDE;1;5;10;1;23022012;1;28; ;1; ;40;16:37:24;10/12/2022;1; ;132520,586987335;1;131;1307600000025
2022_13077015;2022_13077015_03;18;42;1096;1122;18:16:13;04/12/2022;18:42:52;04/12/2022;26;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:16:13;04/12/2022;1;13;13 HIDALGO;077;077 TULANCINGO DE BRAVO;1;5;5;2;99999999;1;28; ;1; ;26;18:42:52;04/12/2022;1; ;79927,3299702124;3;133;1307700010022
2022_14097001;2022_14097001_04;19;27;1122;1167;18:42:45;10/12/2022;19:27:08;10/12/2022;45;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:42:45;10/12/2022;1;14;14 JALISCO;097;097 TLAJOMULCO DE ZÚÑIGA;1;3;10;1;11072012;1;23; ;1; ;45;19:27:08;10/12/2022;1; ;232906,766917886;2;142;1409700010195
2022_14097017;2022_14097017_04;19;19;1135;1159;18:42:42;10/12/2022;18:54:57;10/12/2022;12;8;18:55:07;10/12/2022;19:19:30;10/12/2022;24;1; ; ; ; ;0;0; ; ; ; ;0;0;18:42:42;10/12/2022;1;14;14 JALISCO;097;097 TLAJOMULCO DE ZÚÑIGA;1;3;10;2;22062012;1;30; ;1; ;36;19:19:30;10/12/2022;1; ;496852,783802349;2;142;1409700010195
2022_15025003;2022_15025003_04;21;13;1239;1273;20:39:35;19/09/2022;21:13:17;19/09/2022;34;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:39:35;19/09/2022;1;15;15 MÉXICO;025;025 CHALCO;1;6;9;1;31072013;1;28;999;1;NINGUNO;34;21:13:17;19/09/2022;1; ;148515,693616016;3;153;1502500012089
2022_15033020;2022_15033020_03;19;7;1126;1147;18:46:11;20/09/2022;19:07:17;20/09/2022;21;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:46:11;20/09/2022;1;15;15 MÉXICO;033;033 ECATEPEC DE MORELOS;1;6;9;1;04052013;1;35; ;1;NO;21;19:07:17;20/09/2022;1; ;79723,8264592904;3;153;1503300012790
2022_15106019;2022_15106019_06;17;19;1010;1039;16:50:14;27/09/2022;17:19:07;27/09/2022;29;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:50:14;27/09/2022;1;15;15 MÉXICO;106;106 TOLUCA;1;6;7;1;15122014;1;30; ;1;RESPUESTAS CONFIABLES;29;17:19:07;27/09/2022;1; ;62945,4799733689;2;152;1510600832727
2022_15115002;2022_15115002_03;18;52;1094;1132;17:50:59;26/09/2022;18:05:39;26/09/2022;15;4;18:14:49;26/09/2022;18:52:30;26/09/2022;38;1; ; ; ; ;0;0; ; ; ; ;0;0;17:50:59;26/09/2022;1;15;15 MÉXICO;115;115 XONACATLÁN;1;6;10;2;04112011;1;26; ;1; ;53;18:52:30;26/09/2022;1; ;94919,749803267;2;152;1511500010058
2022_15115025;2022_15115025_08;17;40;1013;1060;16:53:19;26/09/2022;17:40:55;26/09/2022;47;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:53:19;26/09/2022;1;15;15 MÉXICO;115;115 XONACATLÁN;1;6;9;2;21022013;1;24; ;1; ;47;17:40:55;26/09/2022;1; ;217708,210416534;2;152;1511500010058
2022_15115038;2022_15115038_05;22;33;1094;1353;18:14:13;25/09/2022;22:33:25;25/09/2022;259;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:14:13;25/09/2022;1;15;15 MÉXICO;115;115 XONACATLÁN;1;6;6;1;06042016;1;32; ;1; ;259;22:33:25;25/09/2022;1; ;122510,893986607;2;152;1511500010058
2022_15118016;2022_15118016_06;18;22;1069;1102;17:49:19;22/09/2022;18:22:32;22/09/2022;33;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:49:19;22/09/2022;1;15;15 MÉXICO;118;118 ZINACANTEPEC;1;6;6;1;06052016;1;28;24;1;NINGUNA;33;18:22:32;22/09/2022;1; ;177997,562099729;1;151;1511800000539
2022_15122001;2022_15122001_03;16;6;928;966;15:28:45;12/09/2022;16:06:10;12/09/2022;38;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:28:45;12/09/2022;1;15;15 MÉXICO;122;122 VALLE DE CHALCO SOLIDARIDAD;1;6;5;1;24072017;1;25; ;1;NINGUNO;38;16:06:10;12/09/2022;1; ;79529,7020580695;3;153;1512200011008
2022_15122003;2022_15122003_04;16;6;930;966;15:30:27;14/09/2022;16:06:00;14/09/2022;36;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:30:27;14/09/2022;1;15;15 MÉXICO;122;122 VALLE DE CHALCO SOLIDARIDAD;1;6;9;2;29032013;1;26; ;1; ;36;16:06:00;14/09/2022;1; ;129504,217824884;3;153;1512200011008
2022_16006023;2022_16006023_04;20;46;1227;1246;20:27:11;16/11/2022;20:46:40;16/11/2022;19;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:27:11;16/11/2022;1;16;16 MICHOACÁN DE OCAMPO;006;006 APATZINGÁN;1;3;10;2;30032012;1;27; ;1; ;19;20:46:40;16/11/2022;1; ;92498,6006486672;3;163;1600600010645
2022_16053005;2022_16053005_05;15;5;850;905;14:10:23;24/10/2022;15:05:47;24/10/2022;55;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:10:23;24/10/2022;1;16;16 MICHOACÁN DE OCAMPO;053;053 MORELIA;1;3;11;2;07072011;1;32;30;2;NINGUNO;55;15:05:47;24/10/2022;1; ;85432,6613177217;3;163;1605300010908
2022_16069027;2022_16069027_02;15;50;880;950;14:40:37;05/11/2022;15:50:01;05/11/2022;70;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:40:37;05/11/2022;1;16;16 MICHOACÁN DE OCAMPO;069;069 LA PIEDAD;1;3;7;1;12032015;1;26; ;1;POCO CONFIABLES;70;15:50:01;05/11/2022;1; ;205960,662051557;2;162;1606900010185
2022_16102004;2022_16102004_02;11;37;667;697;11:07:18;12/11/2022;11:37:01;12/11/2022;30;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;11:07:18;12/11/2022;1;16;16 MICHOACÁN DE OCAMPO;102;102 URUAPAN;1;3;5;1;29122016;1;26; ;1; ;30;11:37:01;12/11/2022;1; ;47300,6481130766;3;163;1610200012239
2022_16107017;2022_16107017_04;19;23;1099;1163;18:19:11;01/11/2022;19:23:21;01/11/2022;64;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:19:11;01/11/2022;1;16;16 MICHOACÁN DE OCAMPO;107;107 ZACAPU;1;3;6;1;26112015;1;38;20;1;NINGUNO;64;19:23:21;01/11/2022;1; ;87635,2106286309;1;161;1610700000031
2022_17018007;2022_17018007_03;12;47;737;767;12:17:04;02/10/2022;12:47:33;02/10/2022;30;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:17:04;02/10/2022;1;17;17 MORELOS;018;018 TEMIXCO;1;7;7;1;05112014;1;35; ;2;NO CONSUME VERDURAS NI FRUTAS;30;12:47:33;02/10/2022;1; ;23932,5395321772;3;173;1701800010299
2022_17028001;2022_17028001_05;13;52;799;832;13:19:29;17/10/2022;13:52:41;17/10/2022;33;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:19:29;17/10/2022;1;17;17 MORELOS;028;028 XOCHITEPEC;1;7;6;1;25072016;1;22; ;1;NINGUNO;33;13:52:41;17/10/2022;1; ;186434,854472557;2;172;1702801040011
2022_17029027;2022_17029027_02;17;37;1020;1057;17:00:28;21/09/2022;17:37:24;21/09/2022;37;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:00:28;21/09/2022;1;17;17 MORELOS;029;029 YAUTEPEC;1;7;5;1;19042017;1;22; ;1; ;37;17:37:24;21/09/2022;1; ;23475,5379027217;2;172;1702900030682
2022_18017062;2022_18017062_04;10;10;584;610;09:44:05;10/12/2022;10:10:06;10/12/2022;26;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;09:44:05;10/12/2022;1;18;18 NAYARIT;017;017 TEPIC;1;1;8;1;21122013;1;24; ;1;NINGUNO;26;10:10:06;10/12/2022;1; ;47151,3975578163;3;183;1801700011523
2022_19006025;2022_19006025_05;17;47;1051;1067;17:31:41;02/10/2022;17:47:47;02/10/2022;16;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:31:41;02/10/2022;1;19;19 NUEVO LEÓN;006;006 APODACA;1;2;9;1;29122012;1;26; ;1; ;16;17:47:47;02/10/2022;1; ;16924,9213678825;3;193;1900600010719
2022_19006141;2022_19006141_03;20;2;1165;1202;19:25:47;06/10/2022;20:02:49;06/10/2022;37;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:25:47;06/10/2022;1;19;19 NUEVO LEÓN;006;006 APODACA;1;2;11;2;11072011;1;24; ;1;NINGUNO;37;20:02:49;06/10/2022;1; ;30874,5810201937;2;192;1900601332541
2022_19009003;2022_19009003_02;17;29;1013;1049;16:53:57;30/10/2022;17:29:56;30/10/2022;36;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:53:57;30/10/2022;1;19;19 NUEVO LEÓN;009;009 CADEREYTA JIMÉNEZ;1;2;7;1;26062015;1;20; ;1; ;36;17:29:56;30/10/2022;1; ;19005,8812327558;2;192;1900900010481
2022_19009005;2022_19009005_04;15;33;900;933;15:00:47;30/10/2022;15:33:15;30/10/2022;33;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:00:47;30/10/2022;1;19;19 NUEVO LEÓN;009;009 CADEREYTA JIMÉNEZ;1;2;8;2;22042014;1;20;23;1; ;33;15:33:15;30/10/2022;1; ;19757,4457431635;2;192;1900900010481
2022_19009012;2022_19009012_05;21;6;1228;1266;20:28:27;31/10/2022;21:06:53;31/10/2022;38;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:28:27;31/10/2022;1;19;19 NUEVO LEÓN;009;009 CADEREYTA JIMÉNEZ;1;2;8;2;24082014;1;24; ;1; ;38;21:06:53;31/10/2022;1; ;18871,6343355753;2;192;1900900010481
2022_19012015;2022_19012015_04;12;55;727;775;12:07:53;12/09/2022;12:55:00;12/09/2022;48;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:07:53;12/09/2022;1;19;19 NUEVO LEÓN;012;012 CIÉNEGA DE FLORES;1;2;5;2;19012017;1;24; ;1; ;48;12:55:00;12/09/2022;1; ;18581,3014996434;2;192;1901200010082
2022_19018006;2022_19018006_05;18;43;1102;1123;18:22:55;22/10/2022;18:43:24;22/10/2022;21;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:22:55;22/10/2022;1;19;19 NUEVO LEÓN;018;018 GARCÍA;1;2;6;2;04102015;1;0; ;1; ;21;18:43:24;22/10/2022;1; ;24152,2779286781;3;193;1901800010546
2022_19018007;2022_19018007_05;9;14;522;554;08:42:08;22/10/2022;09:14:07;22/10/2022;32;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;08:42:08;22/10/2022;1;19;19 NUEVO LEÓN;018;018 GARCÍA;1;2;8;2;22122013;1;22;20;3;CAMBIO DE DIETA POR RESTRICCION DE ALIMENTOS POR ENFERMEDAD DEL HERMANO;32;09:14:07;22/10/2022;1; ;24152,2779286781;3;193;1901800010546
2022_19018029;2022_19018029_04;13;11;773;791;12:53:31;22/10/2022;13:11:43;22/10/2022;18;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:53:31;22/10/2022;1;19;19 NUEVO LEÓN;018;018 GARCÍA;1;2;6;2;11052016;1;0;0;1;RESPUESTA ERRÁTICAS Y CON ALGO DE PRISA DEBIDO A ACTIVIDADES QUE DEBE REALIZAR;18;13:11:43;22/10/2022;1; ;20839,725921099;3;193;1901800010546
2022_19021021;2022_19021021_06;14;52;867;892;14:27:06;15/10/2022;14:52:25;15/10/2022;25;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:27:06;15/10/2022;1;19;19 NUEVO LEÓN;021;021 GENERAL ESCOBEDO;1;2;7;1;25082015;1;26; ;1;NINGUNO;25;14:52:25;15/10/2022;1; ;15553,0014806331;3;193;190210001040A
2022_19021110;2022_19021110_05;12;30;714;750;11:54:05;14/09/2022;12:30:53;14/09/2022;36;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;11:54:05;14/09/2022;1;19;19 NUEVO LEÓN;021;021 GENERAL ESCOBEDO;1;2;7;2;15112014;1;25; ;1; ;36;12:30:53;14/09/2022;1; ;42251,3352440666;2;192;1902101530039
2022_19021120;2022_19021120_03;19;56;1163;1196;19:23:14;14/09/2022;19:56:12;14/09/2022;33;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:23:14;14/09/2022;1;19;19 NUEVO LEÓN;021;021 GENERAL ESCOBEDO;1;2;11;2;29062011;1;29; ;1;NINGUNO;33;19:56:12;14/09/2022;1; ;28281,7951158292;2;192;1902101530039
2022_19021146;2022_19021146_05;15;34;900;934;15:00:23;14/09/2022;15:34:28;14/09/2022;34;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:00:23;14/09/2022;1;19;19 NUEVO LEÓN;021;021 GENERAL ESCOBEDO;1;2;10;1;12062012;1;24;25;1; ;34;15:34:28;14/09/2022;1; ;14830,9826662137;2;192;1902101530039
2022_19026012;2022_19026012_04;13;37;779;817;12:59:33;29/09/2022;13:37:56;29/09/2022;38;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:59:33;29/09/2022;1;19;19 NUEVO LEÓN;026;026 GUADALUPE;1;2;8;2;06082014;1; ;19;1;NINGUNO;38;13:37:56;29/09/2022;1; ;46917,46522265;3;193;190260001011A
2022_19031033;2022_19031033_07;15;9;877;909;14:37:55;28/10/2022;15:09:10;28/10/2022;32;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:37:55;28/10/2022;1;19;19 NUEVO LEÓN;031;031 JUÁREZ;1;2;7;2;14082015;1;26;999;1;NINGUNO;32;15:09:10;28/10/2022;1; ;64375,3193380333;3;193;1903100010317
2022_19031089;2022_19031089_04;11;11;652;671;10:52:03;31/10/2022;11:11:33;31/10/2022;19;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;10:52:03;31/10/2022;1;19;19 NUEVO LEÓN;031;031 JUÁREZ;1;2;6;1;17092016;1;0;0;1; ;19;11:11:33;31/10/2022;1; ;17843,7783695895;3;193;1903100011620
2022_19032001;2022_19032001_04;14;4;809;844;13:29:16;05/11/2022;14:04:34;05/11/2022;35;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:29:16;05/11/2022;1;19;19 NUEVO LEÓN;032;032 LAMPAZOS DE NARANJO;1;2;11;1;13122010;1;24;30;2;NO ACOSTUMBRA A COMER TANTO DULCE PERO LE DIERON DE DIA DE MUERTOS;35;14:04:34;05/11/2022;1; ;15896,2626006736;2;192;1903200010422
2022_19032024;2022_19032024_03;19;42;1129;1182;18:49:17;06/11/2022;19:42:24;06/11/2022;53;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:49:17;06/11/2022;1;19;19 NUEVO LEÓN;032;032 LAMPAZOS DE NARANJO;1;2;11;2;04102011;1;22;60;1; ;53;19:42:24;06/11/2022;1; ;18108,4184080632;2;192;1903200010422
2022_19032025;2022_19032025_05;23;3;1357;1383;22:37:09;05/11/2022;23:03:55;05/11/2022;26;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;22:37:09;05/11/2022;1;19;19 NUEVO LEÓN;032;032 LAMPAZOS DE NARANJO;1;2;9;1;29062013;1;22; ;2; ;26;23:03:55;05/11/2022;1; ;15635,5414723804;2;192;1903200010422
2022_19039027;2022_19039027_06;15;14;855;914;14:15:50;01/09/2022;15:14:24;01/09/2022;59;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:15:50;01/09/2022;1;19;19 NUEVO LEÓN;039;039 MONTERREY;1;2;10;1;12052012;1;29;28;2;NINGUNO;59;15:14:24;01/09/2022;1; ;23032,1519983933;3;193;1903900010279
2022_19039070;2022_19039070_06;13;19;767;799;12:47:08;03/09/2022;13:19:21;03/09/2022;32;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:47:08;03/09/2022;1;19;19 NUEVO LEÓN;039;039 MONTERREY;1;2;7;1;24022015;1;22; ;1; ;32;13:19:21;03/09/2022;1; ;16339,6615693156;3;193;1903900010298
2022_19044014;2022_19044014_05;15;39;872;939;14:32:17;11/09/2022;15:39:31;11/09/2022;67;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:32:17;11/09/2022;1;19;19 NUEVO LEÓN;044;044 SABINAS HIDALGO;1;2;8;1;09082014;1;24;21;1; ;67;15:39:31;11/09/2022;1; ;11674,7710114416;2;192;1904400010264
2022_19046053;2022_19046053_07;17;2;1016;1022;16:43:48;13/10/2022;16:56:42;13/10/2022;13;2;16:56:49;13/10/2022;17:02:57;13/10/2022;6;1; ; ; ; ;0;0; ; ; ; ;0;0;16:43:48;13/10/2022;1;19;19 NUEVO LEÓN;046;046 SAN NICOLÁS DE LOS GARZA;1;2;6;1;16082016;1; ; ;1;NINGUNO;19;17:02:57;13/10/2022;1; ;34653,9025032673;3;193;1904600011002
2022_19048015;2022_19048015_04;19;57;1160;1197;19:20:52;24/10/2022;19:57:58;24/10/2022;37;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:20:52;24/10/2022;1;19;19 NUEVO LEÓN;048;048 SANTA CATARINA;1;2;10;2;31102011;1;22; ;1; ;37;19:57:58;24/10/2022;1; ;74996,7913890472;3;193;1904800010988
2022_20002013;2022_20002013_05;19;3;1121;1143;18:41:06;25/10/2022;19:03:19;25/10/2022;22;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:41:06;25/10/2022;1;20;20 OAXACA;002;002 ACATLÁN DE PÉREZ FIGUEROA;1;7;7;1;19072015;1;21; ;1;NINGUNO;22;19:03:19;25/10/2022;1; ;57981,0316573755;1;201;2000200000074
2022_20016009;2022_20016009_03;11;57;690;717;11:30:47;18/11/2022;11:57:08;18/11/2022;27;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;11:30:47;18/11/2022;1;20;20 OAXACA;016;016 COICOYÁN DE LAS FLORES;1;7;6;1;01022016;1;0;0;1;FUE MUY DIFIFIL PORQUE ES MIXTECA Y CONTESTO SOLA;27;11:57:08;18/11/2022;1; ;20653,5801338502;1;201;2001600000031
2022_20016025;2022_20016025_09;15;22;866;922;14:26:53;17/11/2022;15:22:27;17/11/2022;56;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:26:53;17/11/2022;1;20;20 OAXACA;016;016 COICOYÁN DE LAS FLORES;1;7;5;2;08032017;1;0; ;1;NO HABIA TORTILLA PARA PESAR;56;15:22:27;17/11/2022;1; ;45059,6574512921;1;201;2001600000031
2022_20039010;2022_20039010_03;14;27;840;867;14:00:09;28/10/2022;14:27:48;28/10/2022;27;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:00:09;28/10/2022;1;20;20 OAXACA;039;039 HEROICA CIUDAD DE HUAJUAPAN DE LEÓ;1;7;7;1;17062015;1;39; ;1;NINGUNA;27;14:27:48;28/10/2022;1; ;22047,2454991433;2;202;2003900010568
2022_20272014;2022_20272014_05;11;4;375;664;06:15:46;12/11/2022;11:04:50;12/11/2022;289;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;06:15:46;12/11/2022;1;20;20 OAXACA;272;272 SAN MIGUEL PANIXTLAHUACA;1;7;10;1;13022012;1;0; ;1;NO SE PUDO PESAR LA TORTILLA;289;11:04:50;12/11/2022;1; ;24606,2623785073;2;202;202720001007A
