FOLIO_I;FOLIO_INT;t_hora;t_min;t_sumai;t_sumaf;hora_ini_1;fecha_ini_1;hora_fin_1;fecha_fin_1;tiempo1;resultado_1;hora_ini_2;fecha_ini_2;hora_fin_2;fecha_fin_2;tiempo2;resultado_2;hora_ini_3;fecha_ini_3;hora_fin_3;fecha_fin_3;tiempo3;resultado_3;hora_ini_4;fecha_ini_4;hora_fin_4;fecha_fin_4;tiempo4;resultado_4;hora_ini;fecha_ini;localizado;entidad;desc_ent;municipio;desc_mun;nota1;region;edad;sexo;fech_nac;nota2;p_t_maiz;p_t_trigo;consumo;comentario;tiempo;hora_fin;fecha_fin;completa;otroent;ponde_f;estrato;est_sel;upm
2022_20499011;2022_20499011_02;17;53;1030;1073;17:10:30;30/10/2022;17:53:53;30/10/2022;43;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:10:30;30/10/2022;1;20;20 OAXACA;499;499 SANTIAGO YOLOMÉCATL;1;7;10;1;16112011;1;53; ;1;NINGUNO;43;17:53:53;30/10/2022;1; ;209525,332287135;1;201;2049900000074
2022_20515012;2022_20515012_03;21;34;1257;1294;20:57:34;07/11/2022;21:34:38;07/11/2022;37;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:57:34;07/11/2022;1;20;20 OAXACA;515;515 SANTO DOMINGO TEHUANTEPEC;1;7;9;1;10052013;1;15; ;1;NINGUNA;37;21:34:38;07/11/2022;1; ;26543,3402737836;2;202;2051500010493
2022_21010001;2022_21010001_05;14;17;841;857;13:57:34;10/12/2022;13:59:55;10/12/2022;2;2;14:01:10;10/12/2022;14:17:52;10/12/2022;16;1; ; ; ; ;0;0; ; ; ; ;0;0;13:57:34;10/12/2022;1;21;21 PUEBLA;010;010 AJALPAN;1;7;11;1;13092011;1;0; ;2;NINGUNO;18;14:17:52;10/12/2022;1; ;425575,803048403;2;212;210100016009A
2022_21010007;2022_21010007_06;11;27;671;687;11:11:15;11/12/2022;11:27:46;11/12/2022;16;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;11:11:15;11/12/2022;1;21;21 PUEBLA;010;010 AJALPAN;1;7;7;2;99992015;1;0; ;1;NINGUNO;16;11:27:46;11/12/2022;1; ;182442,347417131;2;212;210100016009A
2022_21085022;2022_21085022_03;16;54;963;1014;16:03:22;12/12/2022;16:54:30;12/12/2022;51;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:03:22;12/12/2022;1;21;21 PUEBLA;085;085 IZÚCAR DE MATAMOROS;1;7;11;1;22022011;1;23; ;1;NINGUNO;51;16:54:30;12/12/2022;1; ;189946,436403696;2;212;2108500220550
2022_21212023;2022_21212023_04;18;31;1086;1111;18:06:52;10/12/2022;18:31:32;10/12/2022;25;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:06:52;10/12/2022;1;21;21 PUEBLA;212;212 ZAUTLA;1;7;6;2;06042016;1;29; ;1;NINGUNO;25;18:31:32;10/12/2022;1; ;118791,908213569;1;211;2121200000019
2022_22004006;2022_22004006_04;21;5;1246;1265;20:46:25;30/11/2022;21:05:44;30/11/2022;19;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:46:25;30/11/2022;1;22;22 QUERÉTARO;004;004 CADEREYTA DE MONTES;1;4;10;1;21082012;1;24; ;1; ;19;21:05:44;30/11/2022;1; ;46728,4413589231;1;221;2200400000241
2022_22004021;2022_22004021_03;19;23;1121;1163;18:41:26;29/11/2022;19:23:02;29/11/2022;42;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:41:26;29/11/2022;1;22;22 QUERÉTARO;004;004 CADEREYTA DE MONTES;1;4;9;1;22102013;1;27; ;1; ;42;19:23:02;29/11/2022;1; ;36895,6668161268;1;221;2200400000241
2022_22004028;2022_22004028_04;12;35;732;755;12:12:39;29/11/2022;12:35:44;29/11/2022;23;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:12:39;29/11/2022;1;22;22 QUERÉTARO;004;004 CADEREYTA DE MONTES;1;4;8;1;27112013;1;0; ;1; ;23;12:35:44;29/11/2022;1; ;36895,6668161268;1;221;2200400000241
2022_22012004;2022_22012004_04;17;5;988;1025;16:28:41;02/12/2022;17:05:42;02/12/2022;37;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:28:41;02/12/2022;1;22;22 QUERÉTARO;012;012 PEDRO ESCOBEDO;1;4;5;1;23042017;1;28; ;3; ;37;17:05:42;02/12/2022;1; ;24690,5091881266;2;222;2201200030328
2022_22012010;2022_22012010_04;19;23;1117;1163;18:37:25;02/12/2022;19:23:24;02/12/2022;46;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:37:25;02/12/2022;1;22;22 QUERÉTARO;012;012 PEDRO ESCOBEDO;1;4;10;1;20102012;1;24; ;1; ;46;19:23:24;02/12/2022;1; ;47069,664942758;2;222;2201200030328
2022_22012017;2022_22012017_05;15;16;892;916;14:52:08;02/12/2022;15:16:29;02/12/2022;24;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:52:08;02/12/2022;1;22;22 QUERÉTARO;012;012 PEDRO ESCOBEDO;1;4;6;1;25022016;1;26; ;1; ;24;15:16:29;02/12/2022;1; ;35520,2238932483;2;222;2201200030328
2022_23002056;2022_23002056_05;13;29;785;809;13:05:26;09/10/2022;13:29:37;09/10/2022;24;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:05:26;09/10/2022;1;23;23 QUINTANA ROO;002;002 FELIPE CARRILLO PUERTO;1;8;9;1;23072013;1;0; ;3;NO TUVO TORTILLAS PARA PESARLAS;24;13:29:37;09/10/2022;1; ;19819,7467677424;1;231;2300200000580
2022_23005083;2022_23005083_03;15;10;867;910;14:25:48;19/10/2022;14:26:16;19/10/2022;1;2;14:27:16;19/10/2022;15:10:28;19/10/2022;43;1; ; ; ; ;0;0; ; ; ; ;0;0;14:25:48;19/10/2022;1;23;23 QUINTANA ROO;005;005 BENITO JUÁREZ;1;8;9;1;20052013;1;24; ;1; ;44;15:10:28;19/10/2022;1; ;55697,4963492229;3;233;2300500012625
2022_23006016;2022_23006016_03;12;32;731;752;12:11:20;05/10/2022;12:32:02;05/10/2022;21;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:11:20;05/10/2022;1;23;23 QUINTANA ROO;006;006 JOSÉ MARÍA MORELOS;1;8;6;2;08092016;1;34; ;1; ;21;12:32:02;05/10/2022;1; ;15075,5611392098;1;231;2300600000240
2022_23008022;2022_23008022_04;16;13;940;973;15:40:32;12/10/2022;16:13:47;12/10/2022;33;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:40:32;12/10/2022;1;23;23 QUINTANA ROO;008;008 SOLIDARIDAD;1;8;6;1;30092015;1;18; ;3; ;33;16:13:47;12/10/2022;1; ;38659,871838079;3;233;2300800011239
2022_23008034;2022_23008034_03;22;2;1160;1322;19:20:09;11/10/2022;22:02:17;11/10/2022;162;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:20:09;11/10/2022;1;23;23 QUINTANA ROO;008;008 SOLIDARIDAD;1;8;7;2;28092014;1;26; ;3; ;162;22:02:17;11/10/2022;1; ;48789,0741996897;3;233;2300800012222
2022_23008043;2022_23008043_03;10;22;576;622;09:36:26;11/10/2022;10:22:02;11/10/2022;46;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;09:36:26;11/10/2022;1;23;23 QUINTANA ROO;008;008 SOLIDARIDAD;1;8;10;1;06042012;1;25; ;1; ;46;10:22:02;11/10/2022;1; ;20416,3202102503;3;233;2300800012222
2022_23008066;2022_23008066_05;10;46;618;646;10:18:06;14/10/2022;10:46:04;14/10/2022;28;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;10:18:06;14/10/2022;1;23;23 QUINTANA ROO;008;008 SOLIDARIDAD;1;8;6;1;28102015;1;24; ;1; ;28;10:46:04;14/10/2022;1; ;13861,2564359728;2;232;2300803081737
2022_24028002;2022_24028002_05;17;44;1033;1064;17:13:33;14/11/2022;17:44:42;14/11/2022;31;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:13:33;14/11/2022;1;24;24 SAN LUIS POTOSÍ;028;028 SAN LUIS POTOSÍ;1;4;8;2;04062014;1;24; ;1; ;31;17:44:42;14/11/2022;1; ;39585,6411950821;3;243;2402800011096
2022_24028072;2022_24028072_02;19;28;1143;1168;19:03:15;28/11/2022;19:28:52;28/11/2022;25;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:03:15;28/11/2022;1;24;24 SAN LUIS POTOSÍ;028;028 SAN LUIS POTOSÍ;1;4;11;2;05092012;1;26; ;1;NINGUNO;25;19:28:52;28/11/2022;1; ;31720,3439100642;3;243;2402800012427
2022_24028115;2022_24028115_05;21;44;1282;1304;21:22:33;27/11/2022;21:44:51;27/11/2022;22;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;21:22:33;27/11/2022;1;24;24 SAN LUIS POTOSÍ;028;028 SAN LUIS POTOSÍ;1;4;9;2;23042013;1;24; ;1;NINGUNO;22;21:44:51;27/11/2022;1; ;123263,456088033;3;243;2402800012925
2022_24028122;2022_24028122_04;17;47;1042;1067;17:22:08;11/11/2022;17:47:22;11/11/2022;25;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:22:08;11/11/2022;1;24;24 SAN LUIS POTOSÍ;028;028 SAN LUIS POTOSÍ;1;4;6;1;23122015;1;22; ;1; ;25;17:47:22;11/11/2022;1; ;37464,6030368372;2;242;2402802522770
2022_24035009;2022_24035009_04;14;1;826;841;13:46:24;26/11/2022;14:01:22;26/11/2022;15;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:46:24;26/11/2022;1;24;24 SAN LUIS POTOSÍ;035;035 SOLEDAD DE GRACIANO SÁNCHEZ;1;4;7;2;17022015;1;19; ;1;NO;15;14:01:22;26/11/2022;1; ;64801,2834118184;3;243;240350001050A
2022_24037012;2022_24037012_05;16;13;942;973;15:42:51;01/12/2022;16:13:36;01/12/2022;31;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:42:51;01/12/2022;1;24;24 SAN LUIS POTOSÍ;037;037 TAMAZUNCHALE;1;4;8;1;08052014;1;30; ;1;NINGUNO;31;16:13:36;01/12/2022;1; ;24062,7707968479;1;241;2403700000059
2022_24037029;2022_24037029_03;20;6;1192;1206;19:52:04;02/12/2022;20:06:18;02/12/2022;14;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:52:04;02/12/2022;1;24;24 SAN LUIS POTOSÍ;037;037 TAMAZUNCHALE;1;4;5;2;23072017;1;28; ;1;NINGUNO;14;20:06:18;02/12/2022;1; ;17274,7980270512;1;241;2403700000059
2022_24052004;2022_24052004_02;17;59;1059;1079;17:39:50;29/11/2022;17:59:56;29/11/2022;20;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:39:50;29/11/2022;1;24;24 SAN LUIS POTOSÍ;052;052 VILLA JUÁREZ;1;4;10;2;25032012;1;22; ;1;NO;20;17:59:56;29/11/2022;1; ;80079,0241774983;2;242;2405200010125
2022_25006079;2022_25006079_04;20;30;1229;1230;15:07:54;25/11/2022;15:18:34;25/11/2022;11;2;20:29:53;27/11/2022;20:30:28;27/11/2022;1;1; ; ; ; ;0;0; ; ; ; ;0;0;15:07:54;25/11/2022;1;25;25 SINALOA;006;006 CULIACÁN;1;1;6;1;27042016;1;23; ;1; ;12;20:30:28;27/11/2022;1; ;32045,1803682837;3;253;2500600016874
2022_25006111;2022_25006111_05;21;29;1259;1289;20:59:57;28/11/2022;21:29:22;28/11/2022;30;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:59:57;28/11/2022;1;25;25 SINALOA;006;006 CULIACÁN;1;1;10;2;29122011;1;28;0;1; ;30;21:29:22;28/11/2022;1; ;20429,939336767;2;252;2500603124168
2022_26019015;2022_26019015_04;15;5;871;905;14:31:19;05/11/2022;15:05:17;05/11/2022;34;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:31:19;05/11/2022;1;26;26 SONORA;019;019 CANANEA;1;1;7;2;14102014;1;21;30;1;NINGUNO;34;15:05:17;05/11/2022;1; ;55999,3643168069;2;262;2601900010685
2022_26019035;2022_26019035_04;21;6;1266;1266;17:42:26;05/11/2022;17:55:18;05/11/2022;13;2;21:06:13;05/11/2022;21:06:39;05/11/2022;0;1; ; ; ; ;0;0; ; ; ; ;0;0;17:42:26;05/11/2022;1;26;26 SONORA;019;019 CANANEA;1;1;6;1;26092016;1; ;39;1; ;13;21:06:39;05/11/2022;1; ;35136,0862702323;2;262;2601900010685
2022_26030003;2022_26030003_04;17;51;1039;1071;17:19:08;25/10/2022;17:51:28;25/10/2022;32;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:19:08;25/10/2022;1;26;26 SONORA;030;030 HERMOSILLO;1;1;6;2;24022016;1; ;35;1;NINGUNO;32;17:51:28;25/10/2022;1; ;43018,3013956187;3;263;2603000010502
2022_26030094;2022_26030094_04;9;21;541;561;09:01:57;25/10/2022;09:21:39;25/10/2022;20;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;09:01:57;25/10/2022;1;26;26 SONORA;030;030 HERMOSILLO;1;1;8;2;07032014;1;28; ;1; ;20;09:21:39;25/10/2022;1; ;116392,509063991;3;263;2603000013066
2022_26043017;2022_26043017_03;13;45;800;825;13:20:17;07/11/2022;13:45:37;07/11/2022;25;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:20:17;07/11/2022;1;26;26 SONORA;043;043 NOGALES;1;1;8;2;07012014;1; ; ;1; ;25;13:45:37;07/11/2022;1; ;143180,029811742;3;263;2604300010854
2022_26047032;2022_26047032_03;10;43;622;643;10:22:30;03/11/2022;10:43:58;03/11/2022;21;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;10:22:30;03/11/2022;1;26;26 SONORA;047;047 PITIQUITO;1;1;10;2;14032012;1;28;38;1; ;21;10:43:58;03/11/2022;1; ;67483,9116890692;1;261;2604700001156
2022_27002029;2022_27002029_03;19;41;1159;1181;19:19:16;15/10/2022;19:41:40;15/10/2022;22;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:19:16;15/10/2022;1;27;27 TABASCO;002;002 CÁRDENAS;1;8;7;1;03032015;1;21; ;1;NINGUNO;22;19:41:40;15/10/2022;1; ;18557,387157066;2;272;2700200010998
2022_27008005;2022_27008005_03;16;10;933;970;15:33:23;01/10/2022;16:10:10;01/10/2022;37;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:33:23;01/10/2022;1;27;27 TABASCO;008;008 HUIMANGUILLO;1;8;5;2;19092016;1;0; ;1; ;37;16:10:10;01/10/2022;1; ;24960,6153054144;2;272;2700800010559
2022_27008016;2022_27008016_03;20;11;1181;1211;19:41:05;01/10/2022;20:11:14;01/10/2022;30;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:41:05;01/10/2022;1;27;27 TABASCO;008;008 HUIMANGUILLO;1;8;8;1;10092013;1;28; ;1;SINDROME DE DOWN, NO COME MUCHAS COSAS;30;20:11:14;01/10/2022;1; ;31005,7677833461;2;272;2700800010559
2022_27010007;2022_27010007_04;15;58;934;958;15:34:19;06/10/2022;15:58:36;06/10/2022;24;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:34:19;06/10/2022;1;27;27 TABASCO;010;010 JALPA DE MÉNDEZ;1;8;11;1;13052011;1;21; ;1;MENCIONAN QUE CUENTSN CON RECURSOS PARA ALIMENTOS;24;15:58:36;06/10/2022;1; ;36396,2462399514;1;271;2701000000044
2022_27010023;2022_27010023_05;17;51;1044;1071;17:24:10;06/10/2022;17:51:57;06/10/2022;27;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:24:10;06/10/2022;1;27;27 TABASCO;010;010 JALPA DE MÉNDEZ;1;8;7;1;30122014;1;18; ;1; ;27;17:51:57;06/10/2022;1; ;102337,641076977;1;271;2701000000044
2022_27010028;2022_27010028_02;18;31;1082;1111;18:02:21;07/10/2022;18:31:32;07/10/2022;29;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:02:21;07/10/2022;1;27;27 TABASCO;010;010 JALPA DE MÉNDEZ;1;8;7;1;12062015;1;18; ;3;NINGUNO;29;18:31:32;07/10/2022;1; ;34112,5470256589;1;271;2701000000044
2022_28018008;2022_28018008_04;17;42;1026;1062;17:06:57;16/11/2022;17:42:00;16/11/2022;36;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;17:06:57;16/11/2022;1;28;28 TAMAULIPAS;018;018 JIMÉNEZ;1;2;9;1;24092013;1;24;23;1; ;36;17:42:00;16/11/2022;1; ;158455,484399802;2;282;2801800010206
2022_28027005;2022_28027005_05;18;44;1095;1124;18:15:39;10/11/2022;18:44:19;10/11/2022;29;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;18:15:39;10/11/2022;1;28;28 TAMAULIPAS;027;027 NUEVO LAREDO;1;2;6;2;12102015;1;22;30;2;HUBO FIESTA Y COMIÓ MAS DULCE DE LO NORMAL;29;18:44:19;10/11/2022;1; ;164146,333784815;3;283;2802700010012
2022_28032026;2022_28032026_03;14;45;856;885;14:16:24;12/11/2022;14:45:40;12/11/2022;29;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:16:24;12/11/2022;1;28;28 TAMAULIPAS;032;032 REYNOSA;1;2;6;1;18052016;1;32; ;2; ;29;14:45:40;12/11/2022;1; ;97558,8109160781;3;283;2803200014049
2022_28038010;2022_28038010_05;13;18;763;798;12:43:37;28/11/2022;13:18:29;28/11/2022;35;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:43:37;28/11/2022;1;28;28 TAMAULIPAS;038;038 TAMPICO;1;2;6;2;29032016;1;20; ;1; ;35;13:18:29;28/11/2022;1; ;40284,7710692685;3;283;2803800010942
2022_28038028;2022_28038028_04;14;56;862;896;14:22:42;28/11/2022;14:56:37;28/11/2022;34;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:22:42;28/11/2022;1;28;28 TAMAULIPAS;038;038 TAMPICO;1;2;10;2;29062012;1;24; ;2;SE DESPARASITÓ Y COMENTA QUE LE DIO MAS HAMBRE;34;14:56:37;28/11/2022;1; ;48789,1023318066;3;283;2803800010942
2022_28041028;2022_28041028_06;17;8;996;1028;16:36:04;19/11/2022;17:08:24;19/11/2022;32;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:36:04;19/11/2022;1;28;28 TAMAULIPAS;041;041 VICTORIA;1;2;6;2;05112015;1;22;46;1; ;32;17:08:24;19/11/2022;1; ;90227,3033472615;3;283;2804100011081
2022_29007021;2022_29007021_03;20;19;1201;1219;20:01:22;06/12/2022;20:19:33;06/12/2022;18;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:01:22;06/12/2022;1;29;29 TLAXCALA;007;007 EL CARMEN TEQUEXQUITLA;1;5;5;1;18112016;1;37; ;1; ;18;20:19:33;06/12/2022;1; ;18913,9921745866;2;292;2900700010071
2022_29043023;2022_29043023_06;15;25;903;925;15:03:50;01/12/2022;15:25:29;01/12/2022;22;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;15:03:50;01/12/2022;1;29;29 TLAXCALA;043;043 YAUHQUEMEHCAN;1;5;5;2;17052017;1;37; ;1;NINGUNO;22;15:25:29;01/12/2022;1; ;54503,3473282688;2;292;2904300110241
2022_29058027;2022_29058027_04;21;11;1237;1271;20:37:30;08/12/2022;21:11:04;08/12/2022;34;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:37:30;08/12/2022;1;29;29 TLAXCALA;058;058 SANTA CATARINA AYOMETLA;1;5;6;2;08052016;1;43; ;1;NINGUNO;34;21:11:04;08/12/2022;1; ;69972,5062425962;2;292;2905800010032
2022_30033002;2022_30033002_03;15;16;880;916;14:40:00;06/12/2022;15:16:47;06/12/2022;36;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:40:00;06/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;033;033 CAZONES DE HERRERA;1;5;10;2;25122011;1;48; ;1; ;36;15:16:47;06/12/2022;1; ;82571,5637532703;1;301;3003300000017
2022_30033015;2022_30033015_04;17;1;997;1021;16:37:02;05/12/2022;17:01:12;05/12/2022;24;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:37:02;05/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;033;033 CAZONES DE HERRERA;1;5;7;1;22122014;1;22; ;1; ;24;17:01:12;05/12/2022;1; ;65262,7425179842;1;301;3003300000017
2022_30033029;2022_30033029_03;13;18;757;798;12:37:48;05/12/2022;13:18:15;05/12/2022;41;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:37:48;05/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;033;033 CAZONES DE HERRERA;1;5;7;2;03112014;1;26; ;1; ;41;13:18:15;05/12/2022;1; ;153425,830032526;1;301;3003300000017
2022_30039003;2022_30039003_05;11;8;647;668;10:47:47;01/12/2022;11:08:28;01/12/2022;21;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;10:47:47;01/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;039;039 COATZACOALCOS;1;5;6;1;17082016;1;19; ;2; ;21;11:08:28;01/12/2022;1; ;353976,969725979;2;302;3003901782021
2022_30039012;2022_30039012_03;13;51;814;831;13:34:39;01/12/2022;13:51:12;01/12/2022;17;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:34:39;01/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;039;039 COATZACOALCOS;1;5;9;1;12092013;1;15; ;1; ;17;13:51:12;01/12/2022;1; ;635222,101962587;2;302;3003901782021
2022_30124010;2022_30124010_02;22;11;1303;1331;21:43:51;09/12/2022;22:11:43;09/12/2022;28;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;21:43:51;09/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;124;124 PAPANTLA;1;5;10;2;02012012;1;999,9; ;1; ;28;22:11:43;09/12/2022;1; ;205939,875340925;1;301;3012400000367
2022_30159029;2022_30159029_04;16;44;989;1004;16:29:50;09/12/2022;16:44:18;09/12/2022;15;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:29:50;09/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;159;159 TEHUIPANGO;1;5;5;2;29102017;1;999; ;1; ;15;16:44:18;09/12/2022;1; ;290685,681347583;1;301;3015900000019
2022_30167019;2022_30167019_06;19;59;1179;1199;19:39:15;03/12/2022;19:59:04;03/12/2022;20;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:39:15;03/12/2022;1;30;30 VERACRUZ DE IGNACIO DE LA LLAVE;167;167 TEPETZINTLA;1;5;7;2;22052015;1;24; ;1; ;20;19:59:04;03/12/2022;1; ;172171,945455704;2;302;3016700010171
2022_31041011;2022_31041011_03;14;0;820;840;13:40:56;28/10/2022;14:00:13;28/10/2022;20;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;13:40:56;28/10/2022;1;31;31 YUCATÁN;041;041 KANASÍN;1;8;11;1;15092011;1;28; ;1; ;20;14:00:13;28/10/2022;1; ;20414,7896022107;3;313;3104100010865
2022_31041014;2022_31041014_07;17;8;1012;1028;16:52:42;28/10/2022;17:08:36;28/10/2022;16;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;16:52:42;28/10/2022;1;31;31 YUCATÁN;041;041 KANASÍN;1;8;5;1;03062017;1;28; ;1; ;16;17:08:36;28/10/2022;1; ;24449,9865780411;3;313;3104100010865
2022_31050056;2022_31050056_04;21;10;1228;1270;20:28:46;27/10/2022;21:10:46;27/10/2022;42;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;20:28:46;27/10/2022;1;31;31 YUCATÁN;050;050 MÉRIDA;1;8;9;2;09042013;1;22; ;2; ;42;21:10:46;27/10/2022;1; ;56390,8391529544;3;313;3105000013040
2022_31050107;2022_31050107_03;11;57;682;717;11:22:04;30/10/2022;11:57:46;30/10/2022;35;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;11:22:04;30/10/2022;1;31;31 YUCATÁN;050;050 MÉRIDA;1;8;9;1;12112012;1;12;20;1; ;35;11:57:46;30/10/2022;1; ;35916,6055935493;3;313;310500001516A
2022_31050110;2022_31050110_06;12;54;756;774;12:36:13;30/10/2022;12:54:20;30/10/2022;18;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;12:36:13;30/10/2022;1;31;31 YUCATÁN;050;050 MÉRIDA;1;8;6;1;07102015;1;15; ;1; ;18;12:54:20;30/10/2022;1; ;71833,2111870985;3;313;310500001516A
2022_31050119;2022_31050119_03;14;56;856;896;14:16:36;29/10/2022;14:56:12;29/10/2022;40;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:16:36;29/10/2022;1;31;31 YUCATÁN;050;050 MÉRIDA;1;8;5;2;03032017;1;20;25;1; ;40;14:56:12;29/10/2022;1; ;32138,4788551299;3;313;310500001516A
2022_31052009;2022_31052009_04;19;47;1160;1187;19:20:46;01/11/2022;19:47:28;01/11/2022;27;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;19:20:46;01/11/2022;1;31;31 YUCATÁN;052;052 MOTUL;1;8;9;1;10092013;1;18;0;3;NO HUBO TORTILLA DE HARINA DE TRIGO PARA PODER PESARLA;27;19:47:28;01/11/2022;1; ;20880,3412782087;1;311;3105200000110
2022_31098004;2022_31098004_04;13;54;771;834;12:38:01;11/11/2022;12:38:32;11/11/2022;0;2;12:51:34;11/11/2022;13:54:04;11/11/2022;63;1; ; ; ; ;0;0; ; ; ; ;0;0;12:38:01;11/11/2022;1;31;31 YUCATÁN;098;098 TZUCACAB;1;8;9;2;14122012;1;14; ;1; ;63;13:54:04;11/11/2022;1; ;21198,5650193248;2;312;3109800010105
2022_31098022;2022_31098022_09;10;3;578;603;09:38:15;13/11/2022;10:03:50;13/11/2022;25;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;09:38:15;13/11/2022;1;31;31 YUCATÁN;098;098 TZUCACAB;1;8;6;2;02072016;1;12; ;1; ;25;10:03:50;13/11/2022;1; ;25682,8768503358;2;312;3109800010105
2022_31098026;2022_31098026_04;15;40;897;940;14:57:41;11/11/2022;15:40:41;11/11/2022;43;1; ; ; ; ;0;0; ; ; ; ;0;0; ; ; ; ;0;0;14:57:41;11/11/2022;1;31;31 YUCATÁN;098;098 TZUCACAB;1;8;11;1;01012011;1;12; ;1; ;43;15:40:41;11/11/2022;1; ;19406,6107757998;2;312;3109800010105
